,model1,model2,alpha1,alpha2,change_point,eduN_cp,eduN_m1,eduN_a1,eduN_m2,eduN_a2,FCI_cp,FCI_m1,FCI_a1,FCI_m2,FCI_a2,BIT_cp,BIT_m1,BIT_a1,BIT_m2,BIT_a2
27,0.0,3.0,0.2,1.8,119.0,120.29997,0.0,0.42373999999999995,3.0,1.27485,118.0,0.0,0.38478946685791016,3.0,1.23475444316864,119.0,0.0,0.27652,2.0,1.4816
28,3.0,3.0,1.15,1.0,14.0,13.50745,3.0,1.09206,3.0,1.20944,14.0,3.0,1.5642243623733518,3.0,1.2758957147598269,14.0,3.0,1.0337,3.0,1.0337
29,4.0,4.0,1.25,1.0,40.0,41.01041,4.0,1.1670200000000002,4.0,0.9496700000000001,40.0,2.0,1.1544170379638672,2.0,0.9621521234512328,40.0,4.0,0.8308700000000001,2.0,1.0475
30,4.0,0.0,1.95,1.0,59.0,36.62271,4.0,1.15531,4.0,0.9414899999999999,100.0,4.0,1.318603277206421,4.0,1.318603277206421,41.0,4.0,1.297,1.0,0.93401
31,4.0,2.0,2.0,0.9,106.0,103.38920999999999,4.0,1.82328,4.0,0.8569200000000001,106.0,4.0,1.4870527982711792,3.0,0.8974401950836182,106.0,4.0,1.8705,2.0,0.96105
32,0.0,0.0,0.3,0.95,135.0,135.92631,2.0,0.87828,4.0,1.1764700000000001,135.0,2.0,1.0603779554367063,4.0,1.2439717054367063,135.0,4.0,0.97016,4.0,1.0808
33,2.0,4.0,1.75,0.4,133.0,131.49504,2.0,1.8508900000000001,4.0,0.63762,134.0,2.0,1.7615809440612793,2.0,0.93374502658844,136.0,2.0,1.7837,2.0,0.72059
34,2.0,3.0,1.55,1.05,86.0,113.19535,0.0,0.55423,3.0,1.38673,86.0,2.0,1.2687338590621948,3.0,1.7176760435104368,84.0,3.0,1.5494,3.0,1.5494
35,4.0,4.0,0.7,1.45,32.0,33.55234,4.0,0.64142,4.0,1.1022399999999999,32.0,4.0,0.8398990631103516,2.0,1.2795082330703735,32.0,2.0,0.85705,4.0,1.2216
36,2.0,2.0,1.85,0.4,17.0,18.08428,2.0,1.93223,2.0,0.55153,17.0,3.0,1.7471321821212769,2.0,0.5524442195892334,17.0,2.0,1.9474,2.0,0.48793000000000003
37,3.0,1.0,1.7,0.4,171.0,173.71534,3.0,1.49339,1.0,0.5052800000000001,171.0,3.0,1.4756618738174438,1.0,0.5830632448196411,171.0,3.0,1.6263,1.0,0.22832
38,2.0,0.0,1.65,0.1,41.0,39.25085,2.0,1.14096,4.0,0.64113,41.0,2.0,1.5030618906021118,2.0,1.1303895711898804,41.0,2.0,1.4709,4.0,1.2344
39,0.0,1.0,0.65,0.75,66.0,60.173280000000005,2.0,0.52913,1.0,0.87134,66.0,2.0,0.6958343982696533,1.0,0.7927496433258057,65.0,0.0,0.65375,1.0,0.84105
40,2.0,1.0,0.7,0.85,73.0,72.11896,2.0,0.65461,1.0,0.33504,74.0,2.0,0.6849323511123657,1.0,0.24381622672080994,73.0,2.0,0.6269899999999999,1.0,0.20861
41,1.0,1.0,0.25,0.05,124.0,126.66718,1.0,0.39804,1.0,0.36839,124.0,1.0,0.33219295740127563,1.0,0.4562553465366364,124.0,1.0,0.44383,0.0,0.20207999999999998
42,2.0,3.0,0.2,1.25,169.0,165.56132,2.0,0.15975999999999999,3.0,1.48632,168.0,2.0,0.21756020188331604,3.0,1.4087171554565432,167.0,2.0,0.3111,2.0,1.3712
43,1.0,0.0,0.5,0.2,64.0,64.71663000000001,1.0,0.64183,4.0,1.25726,64.0,0.0,0.5228738188743591,2.0,0.9303334951400756,64.0,3.0,0.27846,2.0,0.77499
44,1.0,3.0,0.4,1.9,152.0,153.64948,1.0,0.26028,3.0,1.79932,153.0,1.0,0.33219295740127563,3.0,1.7081481218338013,152.0,0.0,0.31019,2.0,1.9995
45,0.0,3.0,0.7,1.15,7.0,8.739289999999999,2.0,0.83199,3.0,1.39297,7.0,3.0,1.14839768409729,3.0,1.2928251028060913,7.0,3.0,1.0666,3.0,1.0666
46,4.0,3.0,1.2,1.05,49.0,46.2977,4.0,0.88035,2.0,1.41962,49.0,4.0,0.9797079563140868,3.0,1.4198076725006104,49.0,3.0,1.3438,3.0,1.3438
47,2.0,1.0,1.2,0.85,155.0,156.41496999999998,2.0,0.98574,1.0,0.46138999999999997,155.0,2.0,1.1009691953659058,1.0,0.4408951699733734,155.0,2.0,1.5034,1.0,0.2038
48,4.0,2.0,0.45,1.2,41.0,42.86853,3.0,0.89633,4.0,0.69189,44.0,3.0,0.9371594190597534,4.0,0.8676134347915649,44.0,4.0,0.79215,4.0,0.8232200000000001
49,4.0,2.0,0.5,1.95,111.0,111.64828999999999,4.0,0.5451699999999999,2.0,1.57571,111.0,4.0,0.5429900884628296,2.0,1.621326923370361,111.0,4.0,0.5218,2.0,1.9606
50,1.0,0.0,0.2,0.65,166.0,164.02895,1.0,0.17745,0.0,0.6228899999999999,166.0,1.0,0.17142638564109802,4.0,1.070440411567688,166.0,0.0,0.20551999999999998,1.0,0.81298
51,0.0,3.0,0.55,1.45,33.0,25.95534,3.0,0.92001,3.0,1.73742,33.0,0.0,0.7463899850845337,3.0,1.5117913484573364,33.0,3.0,1.7195,3.0,1.7195
52,3.0,3.0,1.15,1.7,17.0,10.47835,3.0,1.33188,3.0,1.54138,17.0,3.0,1.2911776304244995,3.0,1.6234194040298462,17.0,3.0,1.4853,3.0,1.4853
53,4.0,0.0,1.4,0.15,94.0,93.54363000000001,4.0,1.71754,4.0,0.8245600000000001,94.0,3.0,1.2973846197128296,4.0,1.1649495363235474,94.0,2.0,1.2768,2.0,1.0299
54,2.0,3.0,0.95,1.55,136.0,136.49348999999998,4.0,0.5607300000000001,3.0,1.56869,136.0,4.0,0.7308307886123657,3.0,1.3581362962722778,136.0,2.0,0.8342299999999999,2.0,1.4756
55,4.0,0.0,1.6,0.1,101.0,90.83606999999999,4.0,1.61602,2.0,0.84898,102.0,4.0,1.3347933292388916,4.0,1.0703616142272951,101.0,4.0,1.5317,2.0,1.2566
56,1.0,0.0,0.45,0.2,118.0,118.00652,1.0,0.27132,2.0,0.93527,118.0,1.0,0.32301658391952515,2.0,1.0525181293487549,118.0,0.0,0.21896999999999997,2.0,1.1176
57,0.0,2.0,0.55,0.55,171.0,170.8183,2.0,0.71719,4.0,0.63503,172.0,4.0,0.7390702962875366,1.0,0.958756685256958,172.0,1.0,0.96546,4.0,0.93542
58,4.0,1.0,0.6,0.15,32.0,32.82291,4.0,0.59253,1.0,0.32686,32.0,4.0,0.6801488399505615,1.0,0.17560699582099915,32.0,0.0,0.7389100000000001,0.0,0.18597
59,4.0,3.0,1.3,1.9,165.0,165.36658,4.0,1.30246,2.0,1.5966200000000002,165.0,4.0,1.2656023502349854,3.0,1.6017212867736816,165.0,4.0,1.2372,2.0,1.6546
60,0.0,0.0,0.8,0.95,84.0,83.39689,4.0,0.75474,4.0,0.7055,84.0,2.0,0.8444387912750244,4.0,1.0298905372619631,84.0,1.0,0.70075,4.0,0.9799200000000001
61,2.0,2.0,1.3,0.25,73.0,71.9001,2.0,1.56989,2.0,0.32152,70.0,2.0,1.2651338577270508,2.0,0.3537655174732208,70.0,2.0,1.3442,2.0,0.30186
62,3.0,3.0,1.35,1.05,7.0,80.2143,2.0,1.32501,3.0,1.10191,197.0,3.0,1.0978325605392456,3.0,1.0754836797714231,89.0,2.0,1.4275,2.0,0.99629
63,2.0,1.0,1.75,1.0,60.0,54.95674,2.0,1.44343,1.0,1.0447799999999998,58.0,2.0,1.5192400217056274,4.0,1.5867547988891602,57.0,3.0,0.86475,3.0,0.86475
64,3.0,1.0,1.0,0.25,157.0,158.91361,3.0,1.25526,1.0,0.39759,157.0,3.0,1.1076501607894895,1.0,0.5988741517066956,157.0,2.0,1.4842,0.0,0.22357
65,2.0,1.0,0.3,0.7,87.0,88.24091,2.0,0.52671,1.0,0.35624,87.0,2.0,0.7588825225830078,1.0,0.2087346613407135,87.0,2.0,0.49885,1.0,0.20115999999999998
66,1.0,3.0,0.5,1.15,191.0,188.88244,1.0,0.31254,3.0,1.7239400000000002,191.0,1.0,0.22391152381896973,3.0,1.3692259788513184,191.0,0.0,0.16030999999999998,2.0,1.9243
67,3.0,0.0,1.05,0.05,150.0,147.79084,3.0,1.1287,4.0,0.61549,150.0,3.0,1.146251916885376,2.0,0.9050973653793336,150.0,2.0,1.1583,4.0,0.93376
68,4.0,4.0,2.0,1.75,179.0,178.51228999999998,4.0,1.8339299999999998,4.0,0.8962,100.0,4.0,1.5755515098571775,4.0,1.5755515098571775,182.0,4.0,1.9297,0.0,0.8297
69,0.0,4.0,0.2,0.35,13.0,13.025,4.0,0.53459,4.0,0.4974,13.0,1.0,0.7759640216827393,4.0,0.6731665730476379,13.0,0.0,0.39063000000000003,4.0,0.6695800000000001
70,3.0,0.0,1.7,0.9,71.0,70.98438,3.0,1.4876200000000002,2.0,0.42063999999999996,72.0,3.0,1.382385492324829,2.0,0.9392404556274414,71.0,3.0,1.2629,2.0,1.0261
71,2.0,0.0,1.9,0.6,86.0,85.95181,2.0,1.69613,0.0,0.74424,86.0,2.0,1.5940704345703125,0.0,0.7076326608657837,87.0,2.0,1.7908,0.0,0.36968
72,3.0,1.0,1.9,0.05,108.0,100.82852,3.0,1.8171099999999998,1.0,0.40745,108.0,3.0,1.8084863424301147,2.0,0.4374340772628784,108.0,3.0,1.891,2.0,0.18873
73,0.0,2.0,0.8,1.6,187.0,181.74258,2.0,0.86359,4.0,0.91371,184.0,2.0,0.9355498552322388,0.0,0.8345320224761963,184.0,2.0,1.0289,2.0,1.0201
74,2.0,2.0,0.6,1.65,56.0,55.19237,2.0,1.03926,2.0,1.47634,56.0,4.0,1.2337106466293335,2.0,1.5084699392318726,56.0,4.0,0.9859600000000001,2.0,1.5713
75,0.0,1.0,0.5,0.35,78.0,65.97839,1.0,0.5394800000000001,1.0,0.41073999999999994,78.0,0.0,0.33219295740127563,1.0,0.33219295740127563,32.0,0.0,0.48586999999999997,0.0,0.17643
76,0.0,1.0,0.7,0.75,118.0,116.48877,4.0,0.57725,1.0,0.66282,118.0,4.0,0.5678979158401489,1.0,0.6974196434020996,118.0,4.0,0.45271000000000006,1.0,0.79311
77,0.0,2.0,1.0,0.05,84.0,78.20416999999999,2.0,0.8632,1.0,0.41445,82.0,2.0,0.9452352523803712,2.0,0.3503209352493286,82.0,2.0,0.73656,0.0,0.23933000000000001
78,3.0,1.0,1.05,1.0,171.0,169.79984,2.0,1.45454,1.0,0.6613899999999999,171.0,3.0,1.3997139930725098,1.0,0.5950054526329039,171.0,3.0,1.3555,0.0,0.21051
79,2.0,3.0,1.95,1.3,104.0,102.50551999999999,2.0,1.87503,3.0,1.11801,104.0,2.0,1.8004531860351562,3.0,1.2164547443389893,104.0,3.0,1.3615,3.0,1.3615
80,3.0,3.0,1.55,1.3,178.0,182.80504,2.0,1.4087399999999999,2.0,0.90028,189.0,3.0,1.4354339838027954,1.0,0.9257237911224364,179.0,2.0,1.6194,2.0,0.946
81,0.0,4.0,0.15,1.75,91.0,93.60018000000001,4.0,0.9091100000000001,4.0,0.6521,91.0,4.0,0.9661309719085692,0.0,0.7909388542175293,91.0,4.0,1.0678,1.0,0.84811
82,2.0,2.0,1.9,1.3,197.0,2.40529,2.0,1.62191,2.0,0.9994799999999999,197.0,2.0,1.803375244140625,3.0,1.060587763786316,197.0,2.0,1.8962,0.0,0.74402
83,2.0,2.0,0.85,0.5,175.0,174.62401,4.0,0.8972899999999999,4.0,0.67075,175.0,2.0,1.0101054906845093,1.0,0.8772222995758057,174.0,2.0,0.8466899999999999,2.0,0.6798
84,1.0,1.0,0.4,0.6,2.0,2.12583,1.0,0.6962,1.0,0.6147,3.0,3.0,1.170897364616394,1.0,0.6811063289642334,197.0,0.0,0.56433,1.0,0.63534
85,4.0,1.0,0.35,0.2,81.0,82.66428,0.0,0.44458000000000003,1.0,0.33259,84.0,4.0,0.6138937473297119,1.0,0.1924150288105011,83.0,4.0,0.48596999999999996,2.0,0.11842000000000001
86,1.0,2.0,0.1,0.85,14.0,14.85709,1.0,0.48566000000000004,4.0,0.81247,14.0,1.0,0.682066798210144,2.0,0.8713829517364502,14.0,1.0,0.23805,2.0,0.98821
87,4.0,3.0,0.1,1.85,61.0,68.9252,4.0,0.41321,3.0,1.58751,88.0,4.0,0.5194504261016846,3.0,1.8259721994400024,95.0,4.0,0.44382,2.0,2.0
88,4.0,1.0,1.95,0.45,81.0,81.20005,4.0,1.83729,1.0,0.35519,84.0,4.0,1.7226927280426023,1.0,0.3951265215873718,81.0,4.0,1.7517,1.0,0.32621999999999995
89,1.0,4.0,0.3,1.4,93.0,92.19417,1.0,0.23154,4.0,0.7842100000000001,93.0,1.0,0.23546820878982544,4.0,0.9483867883682252,93.0,1.0,0.17869000000000002,2.0,1.1054
90,4.0,1.0,1.0,0.95,165.0,165.29035,4.0,0.7615,4.0,0.76964,164.0,2.0,0.8051486015319824,1.0,0.8470194339752197,164.0,4.0,0.88402,4.0,0.91304
91,0.0,2.0,0.4,0.85,54.0,52.70389,1.0,0.53105,4.0,0.63388,55.0,1.0,0.5784227252006531,2.0,0.8312922716140747,55.0,1.0,0.77367,2.0,0.90405
92,0.0,0.0,0.3,0.4,117.0,116.83551000000001,0.0,0.37259000000000003,4.0,0.5268,117.0,1.0,0.33219295740127563,2.0,1.0026679039001465,117.0,0.0,0.447,4.0,1.2987
93,1.0,3.0,0.2,1.05,130.0,131.99313,1.0,0.39652,3.0,1.39584,131.0,1.0,0.4836941659450531,3.0,1.514485239982605,130.0,1.0,0.43051999999999996,2.0,1.6594
94,2.0,4.0,0.85,1.55,77.0,75.29536,4.0,0.6249899999999999,4.0,0.83316,74.0,2.0,0.7984819412231445,2.0,1.0331900119781494,76.0,2.0,1.1094,2.0,0.78755
95,1.0,2.0,0.8,1.55,77.0,75.80614,1.0,0.91456,4.0,0.81968,77.0,1.0,0.7285866737365723,2.0,0.9153511524200441,77.0,1.0,0.89194,2.0,1.331
96,2.0,3.0,1.9,1.25,163.0,163.2301,2.0,1.85712,2.0,0.9293299999999999,167.0,2.0,1.6906315088272097,3.0,1.0895051956176758,163.0,2.0,1.8819,2.0,1.1515
97,1.0,0.0,0.65,0.05,75.0,72.71663000000001,1.0,0.60526,4.0,1.2419,72.0,1.0,0.33219295740127563,0.0,0.9848109483718872,72.0,0.0,0.57077,2.0,0.9329
98,0.0,1.0,1.0,0.75,196.0,1.38179,0.0,0.59313,0.0,0.73248,100.0,0.0,0.5981405377388,0.0,0.5981405377388,165.0,0.0,0.5007699999999999,4.0,0.45137
99,0.0,3.0,0.05,1.2,93.0,91.98521,0.0,0.46468000000000004,3.0,1.38553,93.0,0.0,0.5786365270614624,3.0,1.3693827390670776,93.0,3.0,1.3821,3.0,1.3821
100,4.0,0.0,1.75,0.25,169.0,166.74052,4.0,1.7985400000000002,1.0,0.37978,170.0,4.0,1.496965765953064,1.0,0.5557880401611328,169.0,4.0,1.7189,1.0,0.24584
101,0.0,3.0,0.35,1.4,59.0,59.926219999999994,0.0,0.33421999999999996,3.0,1.456,59.0,1.0,0.33219295740127563,3.0,1.427330493927002,59.0,0.0,0.23334000000000002,2.0,1.569
102,3.0,2.0,1.75,0.55,177.0,175.62577,3.0,1.64385,0.0,0.55108,173.0,3.0,1.5676554441452026,4.0,0.6386305689811707,177.0,3.0,1.6569999999999998,2.0,0.7368899999999999
103,2.0,2.0,1.1,1.6,134.0,135.00091,4.0,1.38662,2.0,1.64467,132.0,4.0,1.3030706644058228,2.0,1.600046992301941,133.0,4.0,1.3192,2.0,1.7249
104,4.0,1.0,0.15,0.7,150.0,146.38871,4.0,0.36889,1.0,0.7217399999999999,100.0,4.0,0.4377636909484863,4.0,0.4377636909484863,111.0,4.0,0.41723000000000005,4.0,1.2638
105,2.0,3.0,0.1,1.6,141.0,141.27032,2.0,0.11379,3.0,1.73036,143.0,2.0,0.2572489678859711,3.0,1.5827893018722534,143.0,3.0,1.6669,3.0,1.6669
106,4.0,4.0,0.35,0.6,58.0,55.90671,4.0,0.5282100000000001,4.0,0.5228,58.0,2.0,0.6143991351127625,2.0,0.6167706251144409,58.0,4.0,0.6098600000000001,4.0,0.69329
107,2.0,3.0,1.3,1.9,67.0,2.37243,2.0,1.26732,3.0,1.4329399999999999,100.0,3.0,1.4975171089172363,3.0,1.4975171089172363,8.0,2.0,0.8528100000000001,2.0,1.7965
108,2.0,0.0,1.1,0.65,39.0,35.9879,4.0,0.79366,1.0,0.57097,39.0,1.0,0.6412906050682068,1.0,0.6510123014450073,39.0,2.0,0.66215,1.0,0.6290600000000001
109,3.0,3.0,1.25,1.7,16.0,16.10774,3.0,0.9668,3.0,1.85191,16.0,3.0,1.225448489189148,3.0,1.8649665117263796,16.0,2.0,1.0428,2.0,1.9272
110,2.0,0.0,0.4,0.85,136.0,137.11234,2.0,0.29956,0.0,0.73712,136.0,2.0,0.4407051205635071,0.0,0.6434458494186401,136.0,2.0,0.41752,0.0,0.64253
111,4.0,3.0,1.05,1.7,193.0,192.67909,4.0,0.76541,3.0,1.7393599999999998,193.0,4.0,0.8449863195419312,3.0,1.4321841001510618,193.0,4.0,0.9731700000000001,2.0,1.9684
112,4.0,4.0,0.95,1.6,3.0,116.05528999999999,4.0,0.61336,4.0,1.11906,198.0,4.0,1.4629954099655151,3.0,1.1293907165527344,101.0,4.0,0.77558,2.0,1.1758
113,4.0,1.0,1.5,0.45,153.0,150.37693000000002,4.0,1.4361,1.0,0.56498,153.0,2.0,1.2619894742965698,1.0,0.33219295740127563,144.0,4.0,1.3694,0.0,0.5637
114,0.0,1.0,0.05,0.45,151.0,151.41884,4.0,0.83742,1.0,0.43081,150.0,2.0,0.8820323944091797,1.0,0.4245361685752869,150.0,4.0,1.0466,2.0,0.18972
115,0.0,1.0,0.85,0.55,101.0,97.82439000000001,1.0,0.48762,1.0,0.78705,101.0,1.0,0.4434806108474731,1.0,0.7768518924713135,101.0,0.0,0.53238,1.0,0.92706
116,0.0,0.0,0.15,0.35,13.0,11.99194,0.0,0.6644800000000001,0.0,0.4632,9.0,2.0,0.9867069721221924,0.0,0.5658301711082458,56.0,0.0,0.49599,0.0,0.32285
117,1.0,0.0,0.35,0.8,144.0,143.64938999999998,1.0,0.5934,4.0,0.95355,144.0,1.0,0.6600092649459839,4.0,1.0696299076080322,144.0,0.0,0.53654,2.0,1.0354
118,0.0,1.0,0.5,0.1,192.0,195.04845,0.0,0.48705,4.0,0.67243,192.0,0.0,0.4170188009738922,1.0,0.8373827934265137,192.0,0.0,0.42439,1.0,0.36557
119,4.0,4.0,1.45,1.85,198.0,177.66798,4.0,1.08405,4.0,1.0129700000000001,100.0,4.0,0.9055290222167968,4.0,0.9055290222167968,197.0,4.0,1.2426,1.0,0.73314
120,1.0,1.0,0.45,0.55,126.0,123.21315,1.0,0.22794,1.0,0.36506,125.0,1.0,0.18725046515464785,1.0,0.3087039291858673,126.0,0.0,0.17829,0.0,0.2156
121,1.0,2.0,0.45,0.65,48.0,46.17311,1.0,0.67027,4.0,0.6582399999999999,48.0,1.0,0.4967315793037415,2.0,0.769079327583313,48.0,3.0,0.8811100000000001,2.0,0.8312
122,2.0,2.0,1.05,0.9,97.0,96.97766999999999,4.0,0.69763,2.0,0.9411299999999999,97.0,4.0,0.8856827020645142,2.0,0.7089359164237976,97.0,4.0,0.71044,2.0,0.92074
123,2.0,2.0,1.6,0.25,112.0,110.7447,2.0,1.32197,2.0,0.42888999999999994,112.0,2.0,1.3699697256088257,2.0,0.4172005653381348,112.0,2.0,1.5784,2.0,0.28499
124,2.0,1.0,0.6,0.3,132.0,131.36526,4.0,1.2172399999999999,1.0,0.37864000000000003,132.0,2.0,1.515929937362671,1.0,0.3478062152862549,132.0,4.0,1.4616,0.0,0.18112
125,4.0,1.0,0.15,1.0,142.0,131.4366,4.0,0.49968,1.0,0.8752200000000001,143.0,4.0,0.45081973075866705,1.0,0.6756793260574341,150.0,4.0,0.40681999999999996,1.0,0.8509
126,4.0,3.0,0.25,1.9,142.0,141.25788,4.0,0.61407,3.0,1.7913700000000001,142.0,4.0,0.5962107181549072,3.0,1.630400776863098,142.0,0.0,0.41673000000000004,2.0,1.8505
127,0.0,4.0,0.2,0.25,22.0,24.94716,0.0,1.03125,4.0,0.49811000000000005,22.0,3.0,1.1397877931594849,4.0,0.5804865956306458,22.0,2.0,1.2098,4.0,0.60096
128,3.0,2.0,1.9,1.35,104.0,101.67649,3.0,1.42669,2.0,1.52598,104.0,3.0,1.38110089302063,2.0,1.3909837007522583,104.0,3.0,1.0404,2.0,1.3949
129,2.0,4.0,0.5,0.75,159.0,153.60675,2.0,0.35613,4.0,0.77853,145.0,2.0,0.4317815899848938,4.0,0.9768856763839722,156.0,2.0,0.49145,1.0,0.86834
130,1.0,4.0,0.25,1.05,144.0,143.58717,1.0,0.25278,2.0,1.04403,145.0,1.0,0.18562451004981995,4.0,1.099518060684204,145.0,0.0,0.21595999999999999,4.0,1.0872
131,0.0,3.0,0.55,1.9,100.0,100.63376,1.0,0.29181,3.0,1.71449,100.0,1.0,0.33219295740127563,3.0,1.5775667428970337,100.0,3.0,1.3223,3.0,1.3223
132,4.0,4.0,1.8,0.75,75.0,73.52056999999999,4.0,1.13547,4.0,0.9351299999999999,75.0,4.0,1.3162194490432741,2.0,0.8571867942810059,75.0,4.0,1.5245,4.0,0.8797200000000001
133,2.0,3.0,1.75,1.65,102.0,96.55671,2.0,1.7201,3.0,1.5977299999999999,101.0,2.0,1.6743470430374146,3.0,1.3089944124221802,183.0,2.0,1.6109,2.0,1.9869999999999999
134,0.0,3.0,0.05,1.15,112.0,113.05556999999999,2.0,1.37697,3.0,1.6474400000000002,112.0,3.0,1.3064107894897459,3.0,1.459919571876526,112.0,3.0,1.2599,3.0,1.2599
135,1.0,3.0,0.6,1.85,58.0,58.513369999999995,0.0,0.64244,3.0,1.6634,59.0,0.0,0.693096399307251,3.0,1.7177368402481081,59.0,3.0,1.6768,3.0,1.6768
