,model1,model2,alpha1,alpha2,change_point,eduN_cp,eduN_m1,eduN_a1,eduN_m2,eduN_a2,FCI_cp,FCI_m1,FCI_a1,FCI_m2,FCI_a2,BIT_cp,BIT_m1,BIT_a1,BIT_m2,BIT_a2
33,4.0,0.0,2.0,0.75,17.0,19.483829999999998,0.0,0.74684,0.0,0.61254,18.0,1.0,0.9780221581459044,0.0,0.3497771918773651,52.0,0.0,0.5511699999999999,2.0,1.2
34,2.0,0.0,0.5,0.25,19.0,20.82268,0.0,0.8896700000000001,1.0,0.27296,19.0,2.0,1.295435667037964,1.0,0.1860644519329071,19.0,2.0,0.92306,0.0,0.20451
35,2.0,2.0,1.45,1.15,99.0,99.08678,4.0,1.21213,2.0,1.30469,99.0,2.0,1.2247264385223389,2.0,1.496319055557251,99.0,2.0,0.72091,2.0,1.5229
36,2.0,0.0,0.25,0.85,110.0,110.05451000000001,1.0,0.25572,4.0,1.21395,110.0,2.0,0.22325807809829712,4.0,1.2722866535186768,110.0,0.0,0.23101,4.0,1.2531
37,3.0,4.0,1.3,0.15,57.0,59.437509999999996,3.0,1.43612,4.0,0.9316700000000001,57.0,3.0,1.363717794418335,2.0,1.331334948539734,57.0,3.0,1.2557,2.0,1.0983
38,2.0,1.0,0.85,0.1,140.0,135.00688,0.0,0.8342299999999999,1.0,0.43304,135.0,2.0,0.933493971824646,1.0,0.5339949727058411,135.0,2.0,0.9006700000000001,0.0,0.26918000000000003
39,1.0,3.0,1.0,1.4,144.0,142.68124,1.0,0.80658,4.0,0.9762200000000001,130.0,1.0,0.8491693139076233,2.0,0.8076243400573729,82.0,0.0,0.42911000000000005,0.0,0.24056999999999998
40,3.0,4.0,1.05,1.75,46.0,45.42102,3.0,1.26156,4.0,1.19573,46.0,3.0,1.3971550464630127,4.0,1.3169069290161133,46.0,3.0,1.2841,2.0,1.0677
41,4.0,1.0,1.8,0.3,106.0,106.40992,2.0,0.7959,1.0,0.40835,106.0,2.0,1.1923151016235352,1.0,0.2434479743242264,106.0,4.0,0.94271,0.0,0.22039
42,3.0,0.0,1.85,0.15,57.0,48.65194,3.0,1.73112,1.0,0.42377,50.0,3.0,1.6298182010650637,1.0,0.4166671335697174,50.0,3.0,1.7519,1.0,0.23643000000000003
43,2.0,4.0,1.45,1.2,55.0,54.2775,4.0,1.1869100000000001,4.0,0.98101,55.0,4.0,1.3324871063232422,2.0,1.1366918087005615,55.0,4.0,0.99385,4.0,0.99284
44,2.0,4.0,1.85,0.75,94.0,94.49571999999999,2.0,1.7272,3.0,1.2180600000000001,94.0,2.0,1.8444770574569704,3.0,1.2590322494506836,94.0,2.0,1.8057,2.0,0.9699399999999999
45,3.0,1.0,1.55,0.25,145.0,146.19143,3.0,1.4446299999999999,1.0,0.43978,145.0,3.0,1.446613311767578,1.0,0.6084921956062317,145.0,3.0,1.4497,0.0,0.24329
46,2.0,4.0,0.65,0.3,133.0,139.2047,2.0,0.73936,4.0,1.0440200000000002,131.0,2.0,0.71556156873703,4.0,1.318773865699768,137.0,4.0,0.70599,2.0,1.2583
47,1.0,4.0,0.15,0.65,122.0,121.06493,1.0,0.21311999999999998,4.0,1.01387,122.0,1.0,0.2307971566915512,4.0,1.2424358129501345,120.0,0.0,0.19655999999999998,4.0,1.0954
48,0.0,2.0,0.25,0.85,119.0,115.68428999999999,0.0,0.37290999999999996,4.0,0.8508399999999999,5.0,2.0,1.0684866905212402,4.0,1.3328850269317627,5.0,0.0,0.81728,4.0,1.8267
49,3.0,1.0,1.15,0.9,170.0,172.07852,2.0,1.28257,0.0,0.72007,170.0,2.0,1.3398268222808838,1.0,0.7630485296249391,172.0,2.0,1.3298,1.0,0.49155
50,2.0,1.0,1.05,0.15,37.0,33.11135,4.0,1.0115299999999998,1.0,0.3901,37.0,4.0,1.303410291671753,1.0,0.2150955945253372,31.0,1.0,0.75717,0.0,0.29633000000000004
51,0.0,1.0,0.2,0.3,153.0,146.18045,4.0,0.8688799999999999,1.0,0.41912,153.0,4.0,0.840434193611145,1.0,0.5297159552574158,153.0,4.0,0.7388399999999999,0.0,0.31761
52,3.0,3.0,1.45,1.15,77.0,80.48980999999999,3.0,1.6170799999999999,3.0,1.09744,78.0,3.0,1.57086181640625,3.0,1.2467803955078125,78.0,3.0,1.6763,4.0,1.0326
53,2.0,3.0,1.0,2.0,111.0,111.01865,4.0,1.01519,3.0,1.6608599999999998,111.0,2.0,1.1513950824737549,3.0,1.6915574073791504,111.0,2.0,0.9685299999999999,3.0,1.7619999999999998
54,0.0,4.0,0.55,0.45,104.0,103.88705,2.0,1.1243,4.0,1.03328,104.0,3.0,1.230672836303711,4.0,1.153722047805786,103.0,2.0,1.2611,4.0,1.0958
55,0.0,1.0,0.3,0.5,36.0,35.28416,0.0,0.6719,1.0,0.48675,36.0,0.0,1.0008835792541504,1.0,0.26418620347976685,36.0,0.0,0.9337200000000001,1.0,0.23906999999999998
56,0.0,4.0,0.2,0.1,117.0,70.86199,0.0,0.77422,0.0,0.9486700000000001,78.0,4.0,0.849885106086731,4.0,1.3226844072341921,79.0,0.0,0.3878,2.0,1.0656
57,4.0,4.0,0.85,1.15,86.0,86.52216,2.0,0.94139,2.0,1.24549,85.0,2.0,1.3223880529403689,2.0,1.283787965774536,85.0,4.0,1.0147,2.0,1.4258
58,1.0,2.0,0.95,1.0,82.0,83.78397,1.0,0.66925,4.0,1.0185899999999999,83.0,1.0,0.692047655582428,2.0,1.0466575622558594,83.0,1.0,0.90828,2.0,0.75255
59,1.0,0.0,0.75,0.05,70.0,71.75287,1.0,0.59941,0.0,0.63957,70.0,1.0,0.5017580986022949,4.0,1.2715599536895752,70.0,0.0,0.38842,4.0,1.3711
60,0.0,1.0,0.7,0.1,99.0,97.70529,4.0,0.56113,1.0,0.41668999999999995,99.0,2.0,0.6944640874862671,1.0,0.2509196996688843,99.0,0.0,0.69547,0.0,0.20722
61,4.0,1.0,1.1,0.25,46.0,41.96375,4.0,0.86034,1.0,0.35209,100.0,2.0,0.4116694629192352,2.0,0.4116694629192352,30.0,2.0,0.9335200000000001,0.0,0.43438000000000004
62,4.0,3.0,0.4,1.15,69.0,71.6051,2.0,0.90245,3.0,1.4457,69.0,3.0,1.2080457210540771,3.0,1.418999195098877,69.0,0.0,0.8022100000000001,3.0,1.2687
63,4.0,3.0,1.65,1.55,10.0,16.377570000000002,4.0,0.89087,3.0,1.3214,7.0,1.0,0.8634397983551025,3.0,1.2447912693023682,12.0,2.0,0.77946,3.0,1.1712
64,3.0,0.0,1.8,0.9,148.0,147.72159,3.0,1.80247,4.0,0.94224,146.0,3.0,1.6921616792678833,2.0,1.1274365186691284,148.0,3.0,1.7387,2.0,0.96016
65,1.0,0.0,0.9,0.9,155.0,156.33284,1.0,0.7149300000000001,2.0,0.56698,155.0,1.0,0.5250521302223206,2.0,0.8266704678535461,136.0,0.0,0.42543000000000003,4.0,1.3672
66,1.0,2.0,0.6,0.95,150.0,148.58303,1.0,0.7174699999999999,4.0,0.6572600000000001,153.0,1.0,0.6172159910202026,2.0,0.7468458414077759,41.0,1.0,0.8340200000000001,1.0,0.60849
67,0.0,1.0,0.65,0.3,88.0,89.44815,0.0,0.75875,1.0,0.52178,87.0,0.0,0.8468250036239624,1.0,0.2475956082344055,87.0,2.0,0.99077,1.0,0.21721
68,0.0,0.0,0.95,0.15,122.0,121.56947,4.0,0.96339,1.0,0.39586,121.0,2.0,1.2262327671051023,2.0,0.6111711263656616,121.0,1.0,0.66317,2.0,0.47858999999999996
69,0.0,2.0,0.8,0.95,86.0,58.371809999999996,0.0,1.09994,0.0,0.8529100000000001,100.0,0.0,0.6798983812332153,0.0,0.6798983812332153,45.0,4.0,1.3106,1.0,0.59216
70,3.0,4.0,1.3,0.7,42.0,42.045559999999995,3.0,1.42421,4.0,1.28988,43.0,3.0,1.4950517416000366,2.0,1.2034403085708618,43.0,3.0,1.5417,2.0,0.99936
71,2.0,2.0,1.6,0.6,88.0,53.11456,3.0,1.1478899999999999,4.0,0.81543,81.0,2.0,1.133615255355835,4.0,1.4688395261764526,80.0,2.0,1.1923,4.0,1.0844
72,4.0,1.0,1.7,0.05,62.0,59.11414,2.0,0.53014,1.0,0.3678,62.0,2.0,0.9363293647766112,1.0,0.24693749845027926,61.0,2.0,0.64439,0.0,0.1668
73,4.0,4.0,1.3,1.45,141.0,137.69341,4.0,0.73833,2.0,0.56991,137.0,2.0,0.7839018702507019,2.0,0.9601966738700868,138.0,2.0,0.76517,2.0,0.7165699999999999
74,0.0,3.0,0.25,1.7,21.0,18.817829999999997,0.0,0.5111100000000001,3.0,1.78977,20.0,1.0,0.629744827747345,3.0,1.651817798614502,21.0,0.0,0.39248,3.0,1.8492
75,1.0,1.0,0.95,0.85,189.0,189.29065,1.0,0.7370399999999999,1.0,0.9842,189.0,1.0,0.6412796974182129,1.0,0.8605663180351257,188.0,1.0,0.75765,1.0,0.76966
76,2.0,4.0,0.95,0.9,193.0,109.17375,0.0,0.83139,4.0,1.2294100000000001,100.0,4.0,0.8203910589218141,4.0,0.8203910589218141,48.0,4.0,0.8614799999999999,4.0,1.6141
77,2.0,3.0,1.75,1.2,37.0,38.29732,2.0,1.7069599999999998,3.0,1.38066,37.0,2.0,1.7631944417953491,3.0,1.4167947769165041,37.0,2.0,1.8094,3.0,1.2143
78,0.0,0.0,0.3,0.95,76.0,127.6525,0.0,0.62744,0.0,0.65142,100.0,0.0,0.5084778666496277,0.0,0.5084778666496277,143.0,0.0,0.32049,0.0,0.43959
79,0.0,3.0,0.85,1.25,133.0,135.60368,0.0,0.7127,3.0,1.57402,133.0,0.0,0.8260483145713806,3.0,1.3513888120651243,133.0,2.0,0.8451,3.0,1.5182
80,0.0,3.0,0.85,1.6,142.0,140.93281000000002,0.0,0.7966,3.0,1.82254,142.0,0.0,0.7215048670768738,3.0,1.8528244495391848,142.0,0.0,0.5373,2.0,2.0
81,1.0,0.0,0.1,0.8,92.0,91.92983000000001,1.0,0.39361999999999997,4.0,1.1628100000000001,92.0,1.0,0.572704553604126,4.0,1.1556061506271362,92.0,0.0,0.69391,2.0,1.0311
82,3.0,2.0,1.5,1.95,180.0,179.81525,3.0,1.4162,2.0,1.51882,180.0,3.0,1.4391992092132568,3.0,1.5217038393020632,180.0,3.0,1.3062,2.0,1.551
83,0.0,1.0,0.05,0.2,105.0,103.80071,0.0,0.75653,1.0,0.45921999999999996,105.0,2.0,0.9643230438232422,1.0,0.471900224685669,105.0,4.0,0.7764300000000001,1.0,0.22466
84,1.0,3.0,0.95,1.3,190.0,189.10547,1.0,0.65803,3.0,1.70819,190.0,2.0,0.6254720091819763,3.0,1.6492942571640017,190.0,0.0,0.30871,2.0,1.9311
85,2.0,0.0,1.0,0.75,167.0,97.64008000000001,2.0,0.8633,4.0,0.8568899999999999,100.0,4.0,0.9894335865974426,4.0,0.9894335865974426,179.0,4.0,0.96093,4.0,0.74563
86,0.0,0.0,0.1,0.95,71.0,62.140390000000004,0.0,0.34041,4.0,0.8609700000000001,70.0,0.0,0.3633218109607697,4.0,1.0060558319091797,2.0,2.0,0.69797,1.0,0.9454799999999999
87,2.0,2.0,1.6,0.5,45.0,44.9596,2.0,1.7131599999999998,4.0,0.64276,44.0,2.0,1.6197524070739746,2.0,0.7647892236709595,44.0,2.0,1.755,2.0,0.5322100000000001
88,3.0,0.0,1.2,0.25,55.0,55.322390000000006,3.0,1.48412,0.0,0.54794,55.0,3.0,1.3756539821624756,0.0,0.6734995841979979,55.0,3.0,1.4736,0.0,0.5002800000000001
89,1.0,4.0,0.9,1.3,173.0,182.33289,1.0,0.59708,4.0,0.70763,174.0,0.0,0.5677808523178101,2.0,1.193212866783142,177.0,0.0,0.62626,1.0,0.70829
90,1.0,0.0,0.55,0.15,95.0,95.70943,1.0,0.42428,2.0,0.59819,95.0,1.0,0.5269021391868591,2.0,1.4725215435028076,48.0,1.0,0.25956999999999997,2.0,0.69804
91,2.0,0.0,1.6,0.05,69.0,66.30662,2.0,1.1381,4.0,0.8955799999999999,71.0,2.0,1.5393900871276855,2.0,1.0367121696472168,68.0,2.0,1.6367,2.0,0.85506
92,3.0,0.0,1.3,0.35,47.0,44.54408,3.0,1.30564,4.0,0.60277,48.0,3.0,1.2582882642745972,2.0,0.9097480177879332,45.0,3.0,1.2367,4.0,0.7864
93,4.0,4.0,0.95,1.4,149.0,154.67271000000002,2.0,0.93009,4.0,0.7814300000000001,154.0,2.0,1.2512948513031006,1.0,0.6348440647125244,153.0,2.0,0.98826,1.0,0.80201
94,4.0,3.0,1.9,1.95,117.0,119.16426000000001,2.0,0.4043,3.0,1.49796,118.0,2.0,0.6261379718780518,3.0,1.5049762725830078,118.0,0.0,0.33246,3.0,1.4734
95,1.0,1.0,0.35,0.7,18.0,17.74289,1.0,0.9181600000000001,1.0,0.75088,18.0,1.0,0.8609061241149902,1.0,0.800540566444397,18.0,1.0,0.2506,1.0,0.9743799999999999
96,2.0,1.0,1.6,0.9,10.0,16.25648,1.0,0.9184399999999999,1.0,0.55088,100.0,1.0,0.737728476524353,1.0,0.737728476524353,56.0,1.0,0.9687,1.0,0.31636
97,1.0,1.0,0.45,0.25,76.0,73.40045,1.0,0.39011,1.0,0.36989,76.0,1.0,0.4270128011703491,1.0,0.2297123521566391,76.0,0.0,0.4671,0.0,0.14992
98,3.0,1.0,1.95,0.8,111.0,111.73961000000001,3.0,1.6448200000000002,1.0,0.55977,111.0,3.0,1.5197300910949707,1.0,0.6359277963638306,111.0,3.0,1.5183,0.0,0.49693000000000004
99,1.0,0.0,0.6,0.95,54.0,49.26121,1.0,0.60722,0.0,0.50166,51.0,1.0,0.5450097322463989,0.0,0.5560236573219299,41.0,0.0,0.42655,0.0,0.9935299999999999
100,4.0,0.0,1.6,0.05,157.0,156.83055,4.0,1.3258,4.0,1.14375,157.0,4.0,1.369037389755249,3.0,1.1043040752410889,157.0,2.0,0.9944,4.0,0.61685
101,0.0,0.0,0.6,0.75,158.0,78.58865,0.0,0.52498,4.0,1.1951,72.0,0.0,0.4408122897148132,0.0,0.8520183563232422,84.0,0.0,0.27484000000000003,4.0,1.6362
102,3.0,3.0,1.65,1.75,175.0,174.88543,3.0,1.42613,3.0,0.8224899999999999,175.0,3.0,1.3730900287628174,3.0,1.442705512046814,175.0,3.0,1.3343,3.0,1.4073
103,4.0,0.0,1.3,0.9,100.0,97.13157,4.0,0.79494,1.0,0.41393,101.0,4.0,1.1860334873199463,1.0,0.3882141709327698,100.0,4.0,0.96306,0.0,0.50516
104,4.0,4.0,1.7,0.6,62.0,42.950759999999995,4.0,1.19544,4.0,1.23207,100.0,4.0,1.5371508598327637,4.0,1.5371508598327637,187.0,4.0,1.5505,4.0,0.8779399999999999
105,4.0,2.0,1.1,1.5,109.0,109.50203,3.0,1.01232,3.0,1.40174,109.0,2.0,1.159475564956665,3.0,1.2288951873779297,109.0,2.0,0.7076100000000001,2.0,1.3932
106,0.0,1.0,0.65,0.9,104.0,104.42344,4.0,0.49565,1.0,0.68011,104.0,0.0,0.6417332887649536,2.0,1.1355980634689329,104.0,4.0,0.36612,4.0,0.94366
107,4.0,0.0,0.8,0.85,146.0,146.17565,2.0,1.08406,4.0,1.15581,146.0,2.0,1.299609661102295,2.0,1.1620702743530271,146.0,4.0,1.0477,3.0,0.98536
108,4.0,0.0,1.4,0.55,64.0,63.13111,1.0,1.06934,2.0,1.16336,64.0,2.0,1.376844048500061,3.0,1.3594485521316528,64.0,0.0,0.9173600000000001,2.0,1.2261
109,2.0,2.0,1.95,1.6,168.0,175.46251999999998,2.0,1.74855,3.0,1.61696,180.0,2.0,1.8120423555374143,3.0,1.5945253372192385,180.0,2.0,1.9038,3.0,1.7004
110,0.0,3.0,0.4,1.65,160.0,153.03256000000002,0.0,0.90514,4.0,0.7845300000000001,152.0,4.0,1.213127851486206,2.0,1.0220916271209717,152.0,2.0,1.0217,2.0,0.80195
111,1.0,1.0,0.55,0.25,171.0,173.61265,1.0,0.55075,1.0,0.50998,172.0,1.0,0.6593828201293945,1.0,0.8173786401748657,172.0,0.0,0.69124,1.0,0.29875999999999997
112,0.0,3.0,0.95,1.45,64.0,57.320809999999994,4.0,0.71365,3.0,1.4872,100.0,4.0,0.6250500679016113,4.0,0.6250500679016113,42.0,4.0,0.65846,2.0,1.463
113,1.0,2.0,0.2,0.35,53.0,59.09455,1.0,0.35906,2.0,0.38445999999999997,53.0,1.0,0.6103180646896362,2.0,0.3475383818149567,54.0,1.0,0.47941000000000006,2.0,0.31062
114,4.0,3.0,0.95,1.35,40.0,29.489109999999997,0.0,0.7995,3.0,1.57712,100.0,4.0,0.8356974124908447,4.0,0.8356974124908447,44.0,0.0,0.73924,2.0,1.7668
115,2.0,2.0,1.35,1.3,92.0,90.90735,2.0,1.257,4.0,0.99671,92.0,2.0,1.3693287372589111,2.0,1.3769879341125488,92.0,2.0,1.1954,2.0,1.4526
116,3.0,0.0,1.8,1.0,170.0,168.39448000000002,3.0,1.56806,4.0,0.9387200000000001,170.0,3.0,1.5796762704849243,4.0,1.238178253173828,171.0,2.0,1.6340000000000001,4.0,0.81731
117,3.0,3.0,1.05,1.65,35.0,28.34613,3.0,1.40425,3.0,1.5691899999999999,44.0,3.0,1.4926215410232544,3.0,1.5030597448349,33.0,3.0,1.6256,3.0,1.4721
118,4.0,2.0,1.25,1.25,170.0,169.5083,4.0,0.78664,4.0,1.00095,170.0,2.0,1.1974494457244873,2.0,1.200725555419922,170.0,1.0,0.54394,2.0,1.0743
119,1.0,1.0,0.8,0.45,12.0,3.7683800000000005,0.0,0.75402,1.0,0.40255,6.0,2.0,1.372304916381836,1.0,0.22310367226600647,6.0,0.0,0.8684799999999999,0.0,0.30423
120,2.0,4.0,0.85,0.05,129.0,126.83545,4.0,0.8837700000000001,4.0,0.97398,129.0,2.0,0.9231269359588624,2.0,1.0799508094787598,129.0,2.0,0.92364,0.0,0.73131
121,3.0,0.0,1.75,0.9,175.0,173.05209,3.0,1.76728,4.0,0.75989,175.0,3.0,1.8306151628494265,2.0,1.0424009561538696,175.0,3.0,1.831,4.0,0.85175
122,3.0,0.0,1.1,0.45,163.0,162.40575,3.0,1.16839,4.0,0.9492299999999999,163.0,3.0,1.257932186126709,2.0,1.0966951847076416,163.0,2.0,1.3755,0.0,0.81545
123,1.0,2.0,0.15,1.15,15.0,16.050179999999997,1.0,0.46033999999999997,2.0,1.2301,10.0,1.0,0.8477397561073303,2.0,1.3513401746749878,18.0,1.0,0.42646999999999996,2.0,1.3461
124,4.0,0.0,0.9,0.85,192.0,12.11875,4.0,0.73315,4.0,0.94129,100.0,2.0,0.7311657667160034,2.0,0.7311657667160034,9.0,4.0,0.8302700000000001,2.0,0.8846200000000001
125,4.0,3.0,0.5,1.7,192.0,60.95955,4.0,0.8662799999999999,4.0,0.6955,100.0,4.0,0.6952967047691345,4.0,0.6952967047691345,63.0,2.0,1.0865,2.0,0.7718
126,2.0,4.0,1.95,1.3,106.0,104.0086,2.0,1.68114,2.0,1.48709,106.0,2.0,1.8355807065963743,3.0,1.3173102140426636,106.0,2.0,1.8747,2.0,1.3858
127,4.0,3.0,1.1,1.45,191.0,191.12542,4.0,0.91953,3.0,1.66448,191.0,2.0,1.0598196983337402,3.0,1.6633501052856443,191.0,4.0,1.0858,3.0,1.7078
128,3.0,0.0,1.95,0.55,128.0,129.70619,3.0,1.75511,4.0,1.11875,130.0,3.0,1.7746481895446775,4.0,1.289068341255188,127.0,3.0,1.7689,2.0,1.031
129,2.0,3.0,0.5,1.3,7.0,8.37932,4.0,0.60992,3.0,1.35618,7.0,1.0,0.9507583975791932,3.0,1.2218290567398071,7.0,1.0,0.47948999999999997,3.0,1.2287
130,0.0,1.0,0.6,1.0,119.0,122.73007,0.0,0.86082,1.0,0.83239,129.0,0.0,0.7662617564201355,1.0,0.6928302049636841,118.0,0.0,0.3696,1.0,0.93405
131,2.0,0.0,0.75,0.2,23.0,23.072789999999998,4.0,0.73825,0.0,0.48383000000000004,23.0,2.0,0.8907937407493591,4.0,0.3365246653556824,24.0,0.0,0.6019899999999999,4.0,0.14001
132,4.0,2.0,0.8,1.75,38.0,28.0362,2.0,1.08274,2.0,1.8053700000000001,38.0,2.0,1.5069327354431152,2.0,1.8154866695404053,38.0,3.0,1.3802,2.0,1.9193
133,1.0,3.0,0.2,1.05,167.0,167.29683,1.0,0.23870999999999998,3.0,1.24767,164.0,1.0,0.26418620347976685,3.0,1.29604971408844,166.0,1.0,0.27303,3.0,1.2709
134,1.0,4.0,0.45,0.8,118.0,118.52467,1.0,0.23686999999999997,4.0,0.7619,117.0,1.0,0.2796534895896912,2.0,0.7566297054290771,118.0,0.0,0.20403,2.0,0.7008
135,3.0,4.0,1.2,0.05,92.0,91.41175,2.0,1.48973,0.0,0.80804,92.0,3.0,1.447243094444275,2.0,1.0265610218048096,92.0,2.0,1.3138,4.0,0.64469
