,model,alpha,length,diff_coef,loc_error,UCL,eduN,HNU,Erasmus MC,BIT,DecBayComp,TSA,UPV-MAT,TA-MSD
17,3.0,1.9500000000000002,571,0.1295630506777783,4.0,1.925,1.94318,1.8802646,1.8754453659057615,1.6523,1.7807633876800537,1.70194,1.805,1.70996
18,1.0,0.15000000000000002,40,-0.8563661640063565,7.33,0.75,0.49386,0.44142047,0.5541021227836609,0.31449,0.4586993455886841,1.33987,0.619,0.31449
19,4.0,0.7000000000000001,877,-1.0366908086568425,7.0,0.7,0.6581,0.73010486,0.6241052746772766,0.75232,0.6651343107223511,0.70938,0.556,0.93724
20,1.0,0.6500000000000001,45,-0.8021568826792569,4.33,0.75,0.65055,0.5075876,0.5417434573173523,0.62902,0.6345487833023071,1.09423,0.605,0.62724
21,2.0,1.6500000000000001,557,0.6624582549071948,4.0,1.525,1.62167,1.5956184,1.347509741783142,1.6319,1.2443265914916992,1.33742,1.628,1.44654
22,4.0,1.55,901,0.11518633375296218,1.67,1.575,1.52993,1.5207449,1.8153972625732424,1.3175,1.1989455223083496,1.18698,1.485,0.81645
23,0.0,0.6500000000000001,538,-0.8954391072984056,4.33,0.55,0.65797,0.75188726,0.5812927484512329,0.75051,0.05,0.85602,0.496,0.94463
24,2.0,0.35000000000000003,363,0.3879153352491054,4.33,0.35,0.33532,0.3863665,0.2423301339149475,0.46603,0.4385659098625183,0.44548,0.593,0.29176
25,2.0,1.1500000000000001,808,-1.125816138795587,7.0,1.125,1.05319,1.0626113,1.1282118558883667,1.3598,0.8540046215057373,0.87156,1.195,1.04278
26,4.0,0.8,915,0.8831532748710035,7.0,0.75,0.79422,0.8529898,0.8744624257087708,0.74499,0.6139085292816162,0.81102,0.65,1.08801
27,3.0,1.1500000000000001,881,0.23554638945763728,4.67,1.125,1.27772,1.4711154,1.3083295822143557,1.3528,1.4334701299667358,1.2056,1.381,1.34498
28,4.0,1.4000000000000001,293,-0.7570690003863633,2.0,1.425,1.46966,1.3029476,1.4805142879486084,1.37,1.4456543922424316,1.13095,1.388,1.00652
29,3.0,1.5000000000000002,735,-0.37750162852626995,4.0,1.475,1.44191,1.6490462,1.3778719902038574,1.2379,1.415229320526123,1.41989,1.577,1.49346
30,2.0,0.4,417,0.17690770026349387,1.33,0.35,0.41702,0.40736207,0.3090717792510986,0.35714,0.4833423495292663,0.76324,0.315,0.38523
31,2.0,1.5000000000000002,266,0.1260080783081307,1.33,1.525,1.49948,1.5317811,1.5722599029541016,1.5532,1.3607816696166992,1.66538,1.748,1.40729
32,3.0,1.6,124,-0.7843551764774991,4.33,1.875,1.72249,1.6777897,1.5366252660751345,1.7907,1.6646456718444824,1.31489,1.297,1.57777
33,3.0,1.9000000000000001,115,-1.0585643242974159,1.67,1.875,1.62693,1.5936356,1.7135504484176636,1.5082,1.5702855587005615,1.43326,1.768,1.5162
34,4.0,1.85,515,1.0224808219901917,7.33,1.725,1.84821,1.846722,1.8303239345550537,1.8963,1.7848012447357178,1.21585,0.548,1.06507
35,3.0,1.6,625,-0.8825079104907924,4.33,1.725,1.6759,1.6103544,1.7360069751739502,1.2503,1.2002698183059692,1.34708,1.789,1.26809
36,2.0,0.5,626,0.4149280087349557,1.67,0.5,0.43466,0.50490284,0.2872387170791626,0.44315,0.4421471357345581,0.36447,0.461,0.42525
37,2.0,1.4000000000000001,868,-0.8793983314076883,7.0,1.475,1.45579,1.5079731,1.5073416233062744,1.4497,1.4466915130615234,1.23654,1.619,1.30025
38,1.0,1.0,891,-1.8884795732939754,4.0,0.85,0.67733,0.6759893,0.647442638874054,0.61319,0.5760380029678345,0.50005,0.72,0.75896
39,2.0,1.7000000000000002,695,-0.7990993522589888,4.33,1.675,1.73638,1.7226622,1.7409182786941528,1.6943,1.5246306657791138,1.67171,1.744,1.59817
40,4.0,0.4,355,-0.8742884743584582,4.33,0.5,0.43175,0.510357,0.7617733478546143,0.44053,0.5868737697601318,0.87503,0.176,1.03504
41,2.0,1.2500000000000002,102,-1.5023426579251795,4.33,1.425,0.97774,1.0775697,1.3824701309204102,1.347,0.7111220359802246,0.7409,1.257,1.11906
42,3.0,1.85,18,-1.2303453541537521,7.33,1.675,1.09915,1.5586278,1.5945638418197632,1.7535,1.1840224266052246,1.12162,1.47,1.63221
43,2.0,0.7500000000000001,676,0.9857891905555447,7.0,0.7,0.73663,0.67385834,0.6329509019851685,0.711,0.7185075879096985,0.58011,0.807,0.53195
44,4.0,1.6,541,0.47739263605354626,4.33,1.625,1.52193,1.3922352,1.7167558670043943,1.4444,0.5693730711936951,1.70731,0.89,0.94134
45,1.0,0.55,654,1.3753163863831797,4.33,0.45,0.42549,0.46516335,0.5371438264846802,0.98712,0.4092030525207519,0.81848,0.42,1.09349
46,2.0,1.55,676,0.7056053211643508,4.33,1.475,1.54703,1.5637106,1.4593626260757446,1.6454,1.4807701110839844,1.38575,0.511,1.50594
47,3.0,1.05,475,-1.2866849261319957,4.67,1.125,1.21297,1.3474034,1.152318835258484,1.407,1.3177266120910645,0.7216,1.327,1.08825
48,3.0,1.2500000000000002,720,0.023237593243752422,1.67,1.275,1.21959,1.4725703,1.2920989990234375,1.2799,1.429917812347412,1.1489,1.573,1.42668
49,4.0,0.55,252,-0.1142992410207507,7.0,0.55,0.55558,0.6119778,0.4363417327404022,0.59702,0.6495910882949829,1.07493,0.567,0.84209
50,1.0,0.8500000000000001,742,-0.3647765954419117,4.33,0.7,0.711,0.5848216,0.7355862855911255,0.79648,0.5780600905418396,0.35839,0.658,0.70597
51,2.0,0.2,82,-1.4798114638759363,4.33,0.2,0.29947,0.338548,0.20270636677742,0.21657,0.296238362789154,1.09945,0.137,0.0415
52,2.0,1.85,503,0.11287842830451206,7.33,1.875,1.83622,1.8480417,1.84293794631958,1.8193,1.8222037553787231,1.5,0.347,1.86871
53,2.0,1.5000000000000002,539,1.7705455371418892,1.67,1.275,1.34147,1.2997408,1.1325204372406006,1.5047,1.311463475227356,0.95429,1.199,1.15079
54,3.0,1.4500000000000002,133,-0.6128882100553771,2.0,1.875,1.61162,1.5650647,1.329147219657898,1.8345,1.450872778892517,1.16232,1.589,1.51604
55,2.0,1.7500000000000002,587,-0.3618751962985056,1.33,1.675,1.71591,1.712071,1.7948976755142212,1.6674,1.3494219779968262,1.46115,1.537,1.5253
56,2.0,1.0,408,-0.09665045941662398,7.0,0.95,0.81735,0.83070034,0.9803131818771362,1.0155,0.6170676946640015,0.76011,0.83,0.8326
57,4.0,0.6000000000000001,420,0.5006836788814112,10.0,0.65,0.60081,0.72928,0.4780032038688659,0.67,0.6444146037101746,0.53927,0.267,1.01375
58,3.0,1.6,15,-0.2814692508038343,7.0,0.775,0.56229,1.2592198,1.5392471551895142,1.6862,1.2375942468643188,0.64781,0.468,1.72352
59,1.0,0.9000000000000001,276,-0.7520277085326774,4.67,0.6,0.57752,0.5959265,0.5850399136543274,0.35084,0.5743407607078552,1.4117,0.655,0.68636
60,4.0,1.55,973,0.15335331777802513,7.0,1.525,1.59699,1.6107891,1.743877649307251,1.5066,1.569353699684143,1.17967,0.328,1.10468
61,4.0,1.8,299,-0.7358081303839807,1.67,1.525,1.50874,1.4703572,1.739514708518982,1.6056,0.675621747970581,1.11883,1.734,0.74803
62,4.0,0.2,279,-0.46207895845125446,4.33,0.35,0.30454,0.38554594,0.1974122077226638,0.37082,0.3474750518798828,0.47362,0.113,0.80327
63,3.0,1.5000000000000002,467,-0.3964389843744044,4.67,1.475,1.55937,1.6825895,1.3948301076889038,1.5415,1.6450637578964231,1.47106,1.734,1.54212
64,2.0,1.55,346,-1.8214400216626248,7.33,1.525,1.64736,1.5523269,1.401902675628662,1.5655,1.458097219467163,1.13221,1.309,1.41776
65,4.0,1.05,214,0.5080667059762842,10.0,0.95,0.80595,0.83594847,0.9695330262184144,0.89835,0.8031938672065735,0.60565,0.61,0.9236
66,2.0,1.85,110,1.5540304286113769,7.33,1.875,1.83462,1.8141032,1.7727081775665283,1.8924,1.7380483150482178,0.93026,0.358,1.76399
67,2.0,0.55,562,-1.9651226784677973,7.0,0.55,0.61463,0.6272535,0.5978338718414307,0.64595,0.4474810361862182,0.87527,0.35,0.57035
68,0.0,0.6000000000000001,963,-1.0738599071115347,4.0,0.8,0.62204,0.63511187,0.6272899508476257,0.86161,0.7053340673446655,1.1869,0.724,1.00485
69,4.0,0.25,25,-0.6982692314582785,4.67,0.4,0.78042,0.68421966,0.3176591396331787,0.41931,0.5943729877471924,0.55926,0.633,0.84732
70,1.0,0.55,137,-0.590196028971991,4.0,0.45,0.44784,0.49496502,0.6275973320007324,1.0305,0.66951584815979,1.3229,0.482,1.06023
71,3.0,1.9000000000000001,930,-0.29438107235246763,7.33,1.875,1.93294,1.8799087,1.811309099197388,1.7956,1.8005223274230957,1.46646,1.494,1.70813
72,3.0,1.4500000000000002,893,-2.5380046343510094,4.67,1.475,1.56052,1.7270032,1.6611692905426023,1.6031,1.6949968338012695,1.41425,1.237,1.57808
73,0.0,0.45,543,0.2216290254150458,4.33,0.3,0.32869,0.33429894,0.2317467331886291,0.49242,0.4075312614440918,0.54315,0.306,0.89651
74,1.0,0.4,807,-0.9076527690791376,4.0,0.5,0.48119,0.5116762,0.6308073401451111,0.60269,0.3238805532455444,0.73367,0.58,0.49965
75,4.0,1.55,971,1.1213419868020502,1.33,1.375,1.54634,1.4907755,1.5988271236419678,1.4463,1.4430382251739502,1.51474,0.717,1.01146
76,1.0,0.35000000000000003,771,1.0731829249907237,4.33,0.15,0.29385,0.3411585,0.2837732434272766,0.76322,0.3828917741775512,0.5,0.226,0.1729
77,3.0,1.1500000000000001,287,1.027968515679761,1.67,1.475,1.46223,1.4669974,1.317351460456848,1.6412,1.67712140083313,1.58881,1.567,1.71238
78,2.0,1.1,191,-0.36976901530110395,4.33,0.95,0.95549,0.8930151,0.9447066187858582,0.90938,0.6911931037902832,1.03568,0.96,0.8209
79,4.0,0.45,770,0.07237171333693664,2.0,0.5,0.44749,0.50570166,0.2218051552772522,0.4615,0.263879656791687,0.44252,0.207,1.0492
80,4.0,0.9500000000000001,297,-0.2097723151270456,4.67,1.075,0.96974,0.9282773,1.022983431816101,1.06,0.7267133593559265,0.54834,0.935,0.7835
81,3.0,1.9000000000000001,20,0.5279242790749116,7.33,1.875,1.46588,1.5767039,1.6224651336669922,1.7638,1.4855352640151978,1.22385,1.721,1.65397
82,4.0,0.2,865,-0.4210518425867699,7.33,0.15,0.20805,0.26387358,0.1886683702468872,0.30678,0.272733211517334,0.35082,0.286,0.85611
83,2.0,1.85,158,0.8150366140263761,7.0,1.875,1.81907,1.8821764,1.8217241764068604,1.8964,1.4908921718597412,1.3019,1.866,1.81433
84,4.0,0.55,564,1.0570511723075808,4.0,0.55,0.64756,0.7084889,0.5060204267501831,0.63546,0.719825029373169,0.7373,0.602,1.15933
85,0.0,0.6500000000000001,18,0.6220987289059692,7.0,0.1,0.96118,0.6073237,0.534339189529419,0.73791,0.5972750186920166,0.59992,0.634,1.07443
86,3.0,1.35,324,-0.8588171159278974,7.0,1.275,1.22879,1.4409286,1.3117889165878296,1.0745,0.7281862497329712,0.83777,0.573,1.17819
87,1.0,0.1,814,-0.4314217266125438,7.33,0.2,0.26011,0.24087022,0.2123386263847351,0.067292,0.1823746562004089,1.26699,0.277,0.85108
88,4.0,1.4500000000000002,732,-1.1767397625568952,4.0,1.275,1.32373,1.2488699,1.4943406581878662,1.5679,0.7786583304405212,1.32883,0.309,0.75966
89,1.0,0.15000000000000002,968,1.136268457174597,10.0,0.2,0.17219,0.19849227,0.1990238428115844,0.1659,0.2956383824348449,1.40918,0.241,1.02766
90,3.0,1.3,516,-0.16027847396324413,1.67,1.375,1.39215,1.4670919,1.2785706520080566,1.4646,1.3478682041168213,1.04557,1.511,1.2012
91,1.0,0.3,676,-0.6722279359902522,4.33,0.15,0.30417,0.30723223,0.28326416015625,0.16675,0.05,0.5,0.247,0.02025
92,3.0,1.9500000000000002,27,-1.6995003556066386,4.67,1.775,1.56045,1.5354608,1.5389697551727295,1.6088,1.1012506484985352,1.25,1.408,1.36928
93,3.0,1.9500000000000002,500,0.46432615145941775,4.33,1.875,1.87025,1.7685869,1.8383383750915527,1.6708,1.707473874092102,1.38579,1.644,1.63085
94,2.0,0.6000000000000001,885,0.12812919389459848,1.33,0.55,0.57469,0.5676925,0.2103815674781799,0.54568,0.3445048928260803,0.37497,0.452,0.35498
95,1.0,0.2,976,0.47745566726497257,4.67,0.3,0.34938,0.36063486,0.4352570176124573,0.73955,0.375974178314209,0.78367,0.436,0.86777
96,2.0,0.35000000000000003,127,1.4157779880937982,4.33,0.3,0.49233,0.40974617,0.204631358385086,0.37963,0.6263435482978821,0.62715,0.319,0.28395
97,4.0,0.45,527,-0.904221987536916,4.67,0.35,0.36598,0.483398,0.2324627041816711,0.44121,0.487087607383728,0.38662,0.232,0.98768
98,1.0,0.9500000000000001,694,-1.5295512791502384,7.33,0.95,0.85801,0.89028543,0.9599794745445251,0.99001,0.7660297155380249,1.20079,0.898,1.02682
99,3.0,1.85,47,1.3713244021664308,4.33,1.325,1.56572,1.3491238,1.4751654863357544,1.5803,0.6398444175720215,1.12686,0.397,0.87742
100,2.0,0.15000000000000002,324,-0.36137419225911255,4.33,0.25,0.22849,0.23996343,0.1462382674217224,0.45584,0.1857932806015014,0.4324,0.211,0.12214
101,3.0,1.8,68,1.4551700407908608,7.33,1.725,1.73055,1.5716959,1.4717485904693604,1.6238,1.2563960552215576,1.24427,0.526,1.42225
102,3.0,1.55,432,0.30852255046752125,1.0,1.525,1.35467,1.3511745,1.344239592552185,1.6639,1.2442137002944946,1.57243,1.587,1.32458
103,4.0,2.0,293,-1.4191907964463164,1.33,1.925,1.21595,1.2800411,0.3301668167114258,1.879,0.7301918268203735,0.90147,1.731,0.62337
104,4.0,1.5000000000000002,527,0.7651730730817969,4.33,1.575,1.56862,1.5642933,1.7474067211151123,1.3833,1.5430662631988523,1.14156,0.652,0.80215
105,4.0,1.9500000000000002,30,-0.4279362198342469,1.0,0.1,0.51106,0.41062164,0.2235643118619918,0.22271,0.5486832857131958,0.875,0.402,0.07903
106,4.0,1.55,435,0.4285607131456969,1.0,1.475,1.42509,1.4439791,1.3985828161239624,1.2122,1.1794878244400024,1.20863,1.772,0.86184
107,1.0,0.15000000000000002,999,0.9551774158205273,7.33,0.15,0.2446,0.39586216,0.3045403361320495,0.41215,0.05,0.5,0.286,0.41026
108,2.0,0.8,424,1.0534107622383067,4.0,0.75,0.78177,0.8473367,0.9107055068016052,0.69105,0.7138303518295288,0.94316,0.276,0.81363
109,4.0,1.4500000000000002,45,-0.15594238319862594,1.33,1.825,0.89887,0.9182282,0.3516513407230377,0.44693,0.8702840209007263,1.04331,0.301,0.21002
110,4.0,2.0,750,0.6288286441641855,1.33,1.925,1.84632,1.8638216,1.8286545276641848,1.745,1.4131900072097778,1.18756,1.904,0.86397
111,2.0,0.6000000000000001,308,-2.5014663039663563,10.0,0.55,0.6753,0.7611684,0.8957206010818481,0.73405,0.711188554763794,0.54277,0.523,0.64047
112,4.0,0.5,632,-0.6716124261209991,7.0,0.5,0.48006,0.6593345,0.3731812834739685,0.62043,0.7926687598228455,0.58078,0.503,0.80468
113,3.0,1.1500000000000001,579,0.7303023206860413,4.33,1.175,1.28152,1.3725147,1.2099947929382324,1.1722,1.2665349245071411,1.18789,1.269,1.11135
114,2.0,1.1,74,-0.6179098488454107,4.0,0.95,0.91524,0.93453366,0.9036086797714232,0.92361,0.634239912033081,1.18206,0.675,0.91757
115,1.0,0.8500000000000001,450,-2.3376888045810373,1.33,0.9,0.683,0.761328,0.9054160118103028,0.77891,0.5924837589263916,0.35237,0.691,0.94553
116,1.0,0.6500000000000001,255,-1.1530091439072288,4.0,0.65,0.53418,0.557367,0.6173952221870422,0.85559,0.6639214158058167,0.73538,0.239,0.76035
117,2.0,0.35000000000000003,198,1.7379162443577825,7.0,0.4,0.48638,0.44084305,0.1900584101676941,0.38651,0.5451587438583374,0.57595,0.305,0.19723
118,0.0,0.6500000000000001,344,1.1292696138893794,4.0,0.85,0.66188,0.73457354,0.5365198850631714,0.74917,0.5652095675468445,0.74341,0.207,0.51976
119,4.0,2.0,669,-0.18049059814410914,4.33,1.925,1.85397,1.851895,1.825783491134644,1.9225,1.6508338451385498,0.78804,1.745,0.88489
120,4.0,1.3,337,-0.1780441880339783,7.0,1.325,1.15892,1.1017786,1.3829200267791748,1.3331,0.6569468379020691,1.46921,1.026,1.03755
121,0.0,0.9000000000000001,798,1.9985564307988846,7.0,0.95,0.78137,0.8250836,0.6628459692001343,0.64173,0.6103162169456482,0.71402,0.763,0.67803
122,4.0,1.9000000000000001,62,0.2104181913471758,4.0,1.775,0.74523,0.6816245,1.2251265048980713,1.7857,0.6602739691734314,0.86196,0.339,0.26874
123,4.0,0.7500000000000001,366,-1.613458061014364,2.0,0.7,0.84422,0.7828686,0.727992057800293,0.74445,0.728767991065979,0.75843,0.595,0.9617
124,4.0,0.3,962,-0.19363470243963435,1.33,0.3,0.3066,0.3423412,0.1742528080940246,0.36545,0.3646131753921509,0.30162,0.28,0.79869
125,2.0,1.6,518,1.0422129489349012,4.33,1.475,1.56707,1.4855502,1.376734733581543,1.5048,1.3098764419555664,1.3876,1.626,1.30678
126,2.0,1.6500000000000001,920,-1.2476103096033746,1.67,1.525,1.62465,1.6077024,1.6608903408050537,1.5976,1.550096869468689,1.25118,1.377,1.51188
127,4.0,1.6,297,-1.0401212142585592,4.33,1.375,1.31626,1.3385346,1.6362431049346924,1.4667,0.702150821685791,0.73044,1.222,0.49286
128,3.0,2.0,409,-0.5702283433152157,4.33,1.925,1.96424,1.9955624,2.0,1.95,0.05,1.5,1.964,2.0
129,1.0,0.6500000000000001,708,-1.242126568262575,4.0,0.15,0.23991,0.23739782,0.2336170077323913,0.21948,0.507645845413208,0.2793,0.301,0.74154
130,2.0,0.35000000000000003,696,0.3195325658864575,4.0,0.35,0.33768,0.34280106,0.1466586589813232,0.2889,0.2029464840888977,0.71075,0.279,0.21702
131,2.0,0.6500000000000001,922,-0.8295777791591417,4.33,0.7,0.64199,0.6295587,0.6849204301834106,0.52046,0.6297784447669983,0.74861,0.463,0.71573
132,2.0,0.2,489,1.5729819329650847,4.67,0.3,0.3228,0.3056753,0.1732880473136901,0.2476,0.2485719919204712,0.73291,0.265,0.21529
133,1.0,0.25,642,0.35408464496952435,7.33,0.3,0.38209,0.40738884,0.4476412236690521,0.40092,0.05,0.5,0.427,0.18901
134,4.0,2.0,648,1.365512331550324,4.33,1.925,1.86112,1.7386593,1.581934928894043,1.9428,0.7960556745529175,1.24891,0.375,0.86357
135,0.0,0.55,505,2.1770328842110045,4.33,0.95,0.499,0.6245627,0.2977890968322754,0.21884,0.3081157207489013,0.78933,0.306,0.52288
136,2.0,0.45,556,0.003972320597699452,1.33,0.35,0.39559,0.4052263,0.1489706635475158,0.52215,0.3219717741012573,0.79781,0.469,0.30211
137,4.0,1.4500000000000002,936,2.270626112706162,4.67,1.325,1.44906,1.374748,1.5363311767578125,1.5745,0.7066059112548828,1.37613,0.326,0.74341
138,3.0,1.1,941,-0.38071307249833697,7.0,1.275,1.29958,1.5221558,1.183422565460205,1.421,1.5839802026748655,1.28406,1.49,1.32584
139,4.0,1.3,699,-0.01682865810291287,7.0,1.325,1.22987,1.2362137,1.4133927822113037,1.2511,1.2005022764205933,1.58556,1.147,0.9741
140,2.0,0.7000000000000001,595,-0.14952616545300895,1.33,0.55,0.68762,0.6178766,0.5702529549598694,0.82088,0.4704497456550598,0.62084,0.759,0.51694
141,0.0,0.4,811,-1.44805003839842,1.0,0.45,0.41586,0.4702819,0.3089718222618103,0.5785,0.3062043190002441,0.44307,0.477,0.62376
142,2.0,1.0,630,0.06115695107903567,4.0,1.075,0.76127,0.83553976,0.916949450969696,0.55422,0.6568237543106079,0.97259,0.903,0.73737
143,4.0,1.1,789,0.9790759485851366,4.33,1.075,0.85666,0.89490885,1.071842908859253,1.0892,0.669262170791626,0.89014,0.386,0.98262
144,2.0,1.85,562,-0.3660579580655505,7.0,1.875,1.83123,1.7987047,1.8772010803222656,1.8081,1.719796657562256,1.50813,1.786,1.63817
145,2.0,0.8500000000000001,784,-0.8070909444707861,7.33,0.9,0.74508,0.8011448,0.9337818026542664,0.90862,0.7809163331985474,0.8396,0.87,0.79393
146,4.0,0.45,708,0.7893022847544907,1.33,0.55,0.53593,0.58824253,0.2705739736557007,0.50356,0.3996894359588623,0.64678,0.622,0.7001
147,3.0,1.9000000000000001,132,-0.683772318589777,4.67,1.875,1.76234,1.758994,1.7823370695114136,1.7157,1.746338963508606,1.383,1.872,1.74164
148,1.0,0.05,438,0.810387990124748,4.33,0.1,0.16658,0.1816482,0.1834098100662231,0.16631,0.1821205615997314,1.36976,0.195,-0.00063
149,2.0,0.1,553,0.5301667697221752,1.33,0.1,0.17789,0.16255124,0.1775712966918945,0.10718,0.1988246440887451,0.69128,0.246,0.07682
150,3.0,1.9000000000000001,260,0.1867670659696958,7.33,1.725,1.73751,1.7920629,1.731057047843933,1.6064,1.6599185466766355,1.08593,1.714,1.58247
151,2.0,1.1500000000000001,396,-0.6550493222743773,1.67,1.275,1.18511,1.2014863,1.2586913108825684,1.0352,0.9380413889884948,1.32285,1.004,1.21656
152,0.0,0.05,912,0.8659013994170887,7.0,0.1,0.93905,0.8911411,0.5109974145889282,0.70305,0.5797767639160156,1.1317,0.974,0.90766
153,1.0,0.1,530,-1.293182365308755,7.33,0.15,0.21458,0.22452092,0.2034003138542175,0.97275,0.4174004793167114,1.05608,0.297,1.01944
154,4.0,0.7000000000000001,675,-0.6045745815500243,1.33,0.65,0.69526,0.7532361,0.6126835346221924,0.94753,0.6595227718353271,0.67693,0.637,0.97655
155,2.0,0.9000000000000001,431,-0.7172212129610311,1.67,0.75,0.78516,0.8148768,0.9009719491004944,0.83433,0.6214741468429565,1.19887,0.719,0.7421
156,4.0,0.05,798,-0.17401210467488853,4.33,0.1,0.13256,0.28543696,0.1587375998497009,0.33377,0.3638492822647095,0.5,0.08,0.91861
157,0.0,1.0,708,0.4829170636716737,4.33,0.85,0.8086,0.8247482,0.5842840671539307,1.0648,0.7536726593971252,0.90475,0.811,0.8912
158,0.0,0.4,89,1.032515755419982,1.67,0.35,0.64921,0.57049334,0.3828912377357483,0.40608,0.5001721382141113,0.5,0.383,0.91205
159,2.0,0.6000000000000001,847,0.5947828697800378,4.0,0.5,0.47356,0.51938206,0.2114601731300354,0.51762,0.3932724595069885,0.72433,0.333,0.51632
160,2.0,1.1,681,0.7382610814928556,4.67,1.075,0.91,0.9484819,1.0141586065292358,1.1657,0.926483690738678,1.07799,0.367,1.09307
161,4.0,1.6500000000000001,303,0.011132432151796384,1.33,1.825,1.38257,1.5146054,0.5628435611724854,1.7034,0.5526788234710693,0.82414,0.292,0.47628
162,2.0,0.8500000000000001,365,1.0258217503743328,7.0,1.075,0.89518,0.85032874,0.9515292048454284,0.89979,0.7092670798301697,0.91575,0.483,0.83236
163,0.0,0.15000000000000002,89,-0.024527661474139723,4.0,0.8,0.65141,0.64087564,0.736370861530304,0.30932,0.6908360719680786,0.61334,0.411,0.8108
164,4.0,0.35000000000000003,636,1.6623737590177907,7.0,0.35,0.29938,0.48587298,0.2303211092948913,0.32349,0.3753080368041992,0.31721,0.266,0.8899
165,4.0,1.9500000000000002,391,-0.30207592591717203,1.33,1.925,1.40448,1.1818695,0.8275556564331055,0.45367,0.4295980930328369,0.91079,0.438,0.39135
166,4.0,0.55,688,1.9663618987179496,1.33,0.7,0.59723,0.6954084,0.3073216676712036,0.5634,0.4030958414077759,0.66974,0.585,0.73928
167,4.0,1.4000000000000001,860,0.2492794328841386,1.33,1.475,1.35483,1.4301544,1.5234277248382568,1.2916,1.3057708740234375,1.18009,1.595,0.82603
168,3.0,1.6,258,1.1775877186060433,4.0,1.875,1.83605,1.8304881,1.7055599689483645,1.3958,1.5260770320892334,1.39395,1.887,1.56229
169,4.0,0.9000000000000001,197,1.1207759781323494,4.0,0.95,0.85187,0.8363076,0.8876180052757263,0.88881,0.7025220394134521,0.95756,0.89,0.80341
170,2.0,1.2500000000000002,870,0.5294814896498116,1.0,1.125,1.25442,1.2352667,1.1606508493423462,0.99304,0.5864359736442566,1.20432,0.73,1.16458
171,4.0,0.8,155,0.005264565068040883,2.0,0.75,0.79865,0.7723039,0.8187235593795776,0.94669,0.670462965965271,0.76391,0.436,0.63131
172,3.0,1.35,328,-0.39969893899401565,4.67,1.225,1.24543,1.3320626,1.232574701309204,1.3045,1.3967702388763428,0.82125,1.225,1.14449
173,4.0,1.2000000000000002,589,1.1676989820018362,7.33,1.275,1.25801,1.2352087,1.3547981977462769,0.24391,0.7462143898010254,0.94321,0.386,0.86384
174,0.0,0.15000000000000002,778,1.2323269747568752,4.33,0.3,0.33547,0.37246674,0.2851698398590088,0.35983,0.3728500604629516,0.46662,0.359,0.80696
