,model,alpha,length,diff_coef,loc_error,eduN,eduN_a,eduN_c,eduN_f,eduN_l,eduN_s,UCL,UCL_a,UCL_c,UCL_f,UCL_l,UCL_s,FCI,FCI_a,FCI_c,FCI_f,FCI_l,FCI_s,UPV-MAT,UPV-MAT_a,UPV-MAT_c,UPV-MAT_f,UPV-MAT_l,UPV-MAT_s,Erasmus MC,Erasmus MC_a,Erasmus MC_c,Erasmus MC_f,Erasmus MC_l,Erasmus MC_s,WUST ML A,WUST ML A_a,WUST ML A_c,WUST ML A_f,WUST ML A_l,WUST ML A_s,WUST ML B,WUST ML B_a,WUST ML B_c,WUST ML B_f,WUST ML B_l,WUST ML B_s,BIT,BIT_a,BIT_c,BIT_f,BIT_l,BIT_s,DecBayComp,DecBayComp_a,DecBayComp_c,DecBayComp_f,DecBayComp_l,DecBayComp_s,Valencian Karatekas,Valencian Karatekas_a,Valencian Karatekas_c,Valencian Karatekas_f,Valencian Karatekas_l,Valencian Karatekas_s
10,0.0,0.3,929,-1.2351418583593212,5.5,0,0.99879,0.0,0.00023,9e-05,0.0009,0,1.0,0.0,0.0,0.0,0.0,0,0.9999987,1.2922764e-06,1.7210795000000002e-16,3.8675859999999997e-20,2.7434208e-11,0,1.0,0.0,0.0,0.0,0.0,0,0.9881666302680968,0.0045158085413277,0.0024834142532199,8.572747560720018e-07,0.0048332693986594,0,1,0,0,0,0,0,0.9981724451433858,0.0018063137764136468,2.3768796502688439e-07,6.123932183257263e-07,2.0390999017102607e-05,0,1.0,0.0,0.0,0.0,0.0,1,0.1553290532079014,0.8282534367827398,0.0023542353688862,0.0096800376488248,0.0043832369916476,2,0.106,0.197,0.61,0.078,0.009
11,0.0,0.9500000000000001,506,-0.9320323092881309,10.0,1,0.46705,0.53228,1e-05,0.00066,1e-05,0,0.9988,0.0012,0.0,0.0,0.0,1,0.18547128,0.8145287,1.7868153000000002e-21,1.4357606e-24,7.25203e-17,1,0.01,0.99,0.0,0.0,0.0,0,0.8557208776473999,0.1327870935201645,0.0059579662047326,2.931405447270663e-07,0.0055336863733828,1,0,1,0,0,0,1,0.011657875778614308,0.9883252156303344,1.6734418812738635e-06,1.961256488521256e-06,1.3273892681049104e-05,3,0.0,0.0,0.0,1.0,0.0,1,0.1773647807840425,0.7875388243133068,0.0069356603574012,0.0169653133797579,0.0111954211654917,3,0.044,0.316,0.076,0.367,0.197
12,4.0,1.4000000000000001,829,-0.46351427186793326,1.5,4,0.00502,0.0,0.00295,0.0,0.99203,4,0.0005,0.0,0.0003,0.0,0.9992,4,0.00070468994,6.1146004e-08,0.00061638607,4.2411008e-07,0.9986784,4,0.01,0.0,0.01,0.0,0.98,4,0.0047327554784715,0.0003632808220572,0.0047444691881537,0.0015722808893769,0.988587200641632,4,0,0,0,0,1,4,0.0866857608875896,0.0001713539664984897,0.01452905548974742,3.7138512391677755e-05,0.8985766911437728,4,0.0,0.0,0.0,0.0,1.0,1,0.1937238765180192,0.7118370253766874,0.0284413191725891,0.0318363776830427,0.0341614012496614,4,0.004,0.033,0.246,0.226,0.492
13,3.0,1.1500000000000001,533,1.1117896903571742,1.5,3,0.0,0.0,1e-05,0.99999,0.0,3,0.0,0.0,0.0,1.0,0.0,3,4.2056306e-11,1.0618610000000001e-17,9.42723e-08,0.9999999,5.895464e-11,3,0.0,0.0,0.0,1.0,0.0,3,2.902242613345152e-06,1.0220375770586544e-05,0.0004350483941379,0.999329686164856,0.0002221511822426,3,0,0,0,1,0,3,0.00045124163889333896,1.9647155376667847e-06,0.007216159864675922,0.9907075638427677,0.0016230699381254627,4,0.0,0.0,0.46875,0.0,0.53125,1,0.1544736117215186,0.432785348366184,0.2278462692422839,0.0401842317572051,0.1447105389128083,2,0.052,0.106,0.513,0.052,0.276
14,4.0,0.55,111,1.0000667914598593,6.0,4,0.17563,0.00022,0.05179,0.04347,0.72888,4,0.307,0.0,0.029,0.0,0.664,4,0.13437273,0.0001002361,0.017245615,0.00082908757,0.84745234,4,0.44,0.0,0.02,0.0,0.54,4,0.0430743917822837,0.0002818458888214,0.0057432828471064,0.0013468117685988,0.9495536684989928,0,1,0,0,0,0,4,0.038250407172663675,0.0003341594503311566,0.004920675157718504,0.06822860396534003,0.8882661542539465,4,0.0,0.0,0.0,0.0,1.0,1,0.1688759058504405,0.7814414291088967,0.0139328784095214,0.0208430967083198,0.0149066899228214,4,0.064,0.078,0.049,0.232,0.577
15,0.0,0.8,825,0.7476235091768489,1.0,0,0.96084,0.03687,1e-05,0.00227,1e-05,0,0.6353,0.3647,0.0,0.0,0.0,0,0.9925237,0.007476252,7.481563e-13,3.6247183e-14,1.5089808e-09,1,0.36,0.64,0.0,0.0,0.0,0,0.9704180359840392,0.020436031743884,0.0042858393862843,5.133022682457522e-07,0.0048595229163765,0,1,0,0,0,0,0,0.9524055072372408,0.0475469893484534,5.298781214565564e-07,8.502226613598746e-07,4.61233135233214e-05,1,0.0,1.0,0.0,0.0,0.0,1,0.1387555983818253,0.8444432213285166,0.0025991685372321,0.0110527945949636,0.0031492171574621,4,0.132,0.1,0.057,0.348,0.363
16,1.0,0.8500000000000001,263,-0.610818422052026,1.5,1,0.43511,0.56485,1e-05,2e-05,1e-05,1,0.0453,0.9547,0.0,0.0,0.0,1,0.07977132,0.92020893,6.25952e-06,9.199506e-13,1.3522497e-05,1,0.48,0.52,0.0,0.0,0.0,1,0.0440425239503383,0.9526568055152892,0.0023932056501507,8.875350613379851e-05,0.0008187346975319,1,0,1,0,0,0,0,0.9188123894840464,0.0786286141130901,6.490934214239543e-05,0.00011960826263770368,0.0023744787980830417,3,0.0,0.0,0.0,1.0,0.0,1,0.1487311302530436,0.832902660283424,0.0026126995076433,0.0106193985546419,0.0051341114012472,0,0.414,0.044,0.028,0.149,0.365
17,4.0,1.05,945,0.4432588947027321,1.5,0,0.43871,0.00012,0.25742,2e-05,0.30373,0,0.9996,0.0004,0.0,0.0,0.0,2,0.34015116,3.8879166e-06,0.34299216,0.00035307402,0.31649974,2,0.33,0.0,0.35,0.0,0.32,2,0.2577787935733795,0.0007145825657062,0.4309143424034118,0.0008916175574995,0.3097007274627685,4,0,0,0,0,1,4,0.002779854501321153,2.0373998779242864e-05,0.00029937767143333664,7.437334001408991e-06,0.9968929564944649,2,0.0,0.0,0.56771,0.0,0.43229,1,0.2056578256675534,0.6847446583822221,0.0320825672817925,0.0342515358926422,0.0432634127757898,1,0.299,0.449,0.013,0.007,0.231
18,4.0,0.25,459,0.5946435332567155,6.0,4,0.0004,0.0,0.0,0.0,0.9996,4,0.0003,0.0,0.0002,0.0,0.9995,4,0.0016655107,2.103539e-09,9.958647e-11,1.0658341e-10,0.99833447,4,0.0,0.0,0.0,0.0,1.0,4,0.020679298788309,9.821436105994508e-05,0.0016381414607167,0.0005804910324513,0.9770038723945618,4,0,0,0,0,1,4,0.06171594631137637,0.0009233395885602162,0.0004148658062393095,2.8377752559864763e-05,0.9369174705412643,0,1.0,0.0,0.0,0.0,0.0,1,0.1464571538986421,0.8293760912415673,0.0049364424543498,0.0124970975434847,0.006733214861956,3,0.043,0.223,0.059,0.372,0.303
19,2.0,1.9000000000000001,497,0.5087443474623033,10.0,2,1e-05,0.0,0.99999,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,2,1.1145023e-11,1.1586539000000002e-22,0.9999999,9.430827e-08,2.4888706e-11,2,0.0,0.0,1.0,0.0,0.0,2,0.0041710743680596,0.0018412912031635,0.9922550916671752,0.0007888051914051,0.0009436431573703,2,0,0,1,0,0,2,6.3861336418555356e-06,3.518359785631848e-07,0.999939784786766,4.845882553211562e-05,5.01841808120094e-06,2,0.0,0.0,1.0,0.0,0.0,1,0.124932444027458,0.8556674805980596,0.0043343547104322,0.0113445725873956,0.0037211480766544,4,0.13,0.271,0.182,0.084,0.334
20,4.0,0.05,900,-0.3886312866767905,5.5,4,0.00018,0.0,0.0,0.0,0.99982,4,0.0096,0.0,0.0,0.0,0.9904,4,0.0032799384,1.7532917e-09,1.4660587e-10,2.4496608e-11,0.99672,4,0.0,0.0,0.0,0.0,1.0,4,0.0242915339767932,0.0001172638076241,0.0014931941404938,0.0006646302063018,0.9734333753585817,0,1,0,0,0,0,0,0.6555795265280405,0.0008367103811502679,3.7868388227335215e-06,1.6640878153401717e-05,0.34356333537383343,4,0.0,0.0,0.0,0.0,1.0,1,0.1420770076298762,0.8281698430929302,0.008143953563454,0.0140222837110295,0.00758691200271,3,0.195,0.224,0.091,0.415,0.075
21,2.0,1.9500000000000002,918,-0.296066883588453,1.5,2,1e-05,0.0,0.99996,0.0,3e-05,2,0.0,0.0,1.0,0.0,0.0,2,3.0663672e-09,3.0317028e-19,0.9999994,5.4267275e-07,3.3118044e-09,2,0.0,0.0,1.0,0.0,0.0,2,0.0039768484421074,0.0017782946815714,0.9924450516700744,0.0008636543061584,0.0009362285491079,2,0,0,1,0,0,2,1.1285353039192132e-05,8.75595751881722e-07,0.9924340733459427,0.007548121991385278,5.643713880747484e-06,2,0.0,0.0,1.0,0.0,0.0,1,0.1345557096284408,0.8180226054673466,0.0179602372242961,0.0208149290338684,0.0086465186460479,2,0.008,0.288,0.579,0.067,0.058
22,3.0,1.9500000000000002,844,0.2773032668852055,5.5,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,3.5272531999999996e-18,4.5472193e-28,1.2473125e-11,1.0,2.9606973999999996e-18,3,0.0,0.0,0.0,1.0,0.0,3,2.636416638779337e-06,1.06578318082029e-05,0.0004199127724859,0.9993492960929872,0.0002173971006413,3,0,0,0,1,0,3,6.133396644539594e-08,4.862839466771466e-09,1.6344191562466484e-06,0.999998263531507,3.585253060884455e-08,3,0.0,0.0,0.0,1.0,0.0,1,0.1889368656898113,0.4641211815609526,0.1450763776690044,0.0598220633520178,0.1420435117282139,3,0.212,0.284,0.009,0.44,0.054
23,0.0,0.8500000000000001,347,0.5178483262992841,10.0,0,0.99997,0.0,1e-05,1e-05,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.99999976,1.9518981e-07,7.888084e-11,9.20324e-13,1.0201604e-08,0,1.0,0.0,0.0,0.0,0.0,0,0.9878582954406738,0.0046049593947827,0.002766165882349,9.649633057051688e-07,0.0047696251422166,0,1,0,0,0,0,0,0.8808910437903141,0.0009955645226923592,0.0018697838469426235,0.00022760514826785817,0.11601600269178296,2,0.0,0.0,0.99479,0.0,0.0052083,1,0.1752017458199776,0.7733551162641837,0.0135696237000496,0.0212889326371322,0.0165845815786567,1,0.02,0.468,0.169,0.322,0.02
24,3.0,1.05,450,-1.1616521500925279,2.0,3,0.0,0.0,0.00101,0.99899,0.0,3,0.0,0.0,0.0,1.0,0.0,3,1.7413145e-10,5.2655062e-17,1.958159e-07,0.99999976,3.1109024e-10,3,0.0,0.0,0.0,1.0,0.0,3,3.323728742543608e-05,9.533451520837843e-05,0.00664236349985,0.9928407669067384,0.0003882945457007,3,0,0,0,1,0,3,2.948339382145377e-08,4.01676466721028e-09,1.0254598232032204e-05,0.9999896620712755,4.9830334194883776e-08,2,0.0,0.0,1.0,0.0,0.0,4,0.2214601366248387,0.0634045739522152,0.2569891081345234,0.1436785960583888,0.3144675852300338,1,0.119,0.419,0.075,0.105,0.282
25,2.0,1.35,952,0.12329807572384774,5.5,2,0.00055,0.0,0.99882,4e-05,0.00059,2,0.0024,0.0,0.9957,0.0,0.0019,2,0.032936223,1.8375252e-08,0.89532846,0.002467609,0.06926768,2,0.0,0.0,0.99,0.0,0.01,2,0.0096897864714264,0.0023407388944178,0.9845852255821228,0.0005029006279073,0.0028813718818128,2,0,0,1,0,0,3,0.00014362127247599684,4.499659911284076e-06,0.06999716461267812,0.9295253486719816,0.0003293657829528439,2,0.0,0.0,0.99479,0.0,0.0052083,1,0.1311198991354554,0.8450578319405488,0.006250851942017,0.0119485730975057,0.0056228438844727,0,0.317,0.005,0.255,0.173,0.251
26,1.0,0.7000000000000001,860,-0.13111263481138144,10.0,1,6e-05,0.99994,0.0,0.0,0.0,1,0.0002,0.9998,0.0,0.0,0.0,1,0.0003819888,0.99961793,1.7822266e-14,0.0,2.6768414e-15,1,0.0,1.0,0.0,0.0,0.0,1,0.0088056325912475,0.989557921886444,0.0010521749500185,0.0002371942828176,0.000347175868228,1,0,1,0,0,0,1,0.0009111870294076893,0.9990864133751424,1.7217070548398372e-07,1.0596543177836602e-07,2.121459312563881e-06,3,0.0,0.0,0.0,1.0,0.0,1,0.1920542510704288,0.7773049852592248,0.0049184143391844,0.0165990437747792,0.0091233055563827,2,0.082,0.023,0.488,0.375,0.032
27,3.0,1.1500000000000001,827,0.12786225699800685,2.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,1.6795648e-13,1.7326986e-20,2.3675546e-09,1.0,2.113855e-13,3,0.0,0.0,0.0,1.0,0.0,3,2.6079903818754246e-06,1.0355913218518252e-05,0.0004150497552473,0.999357521533966,0.0002144893805962,3,0,0,0,1,0,3,5.152663170790889e-07,1.129588360711376e-08,0.00010772316798053696,0.9998915237848744,2.2648494458523403e-07,2,0.0,0.0,0.99479,0.0,0.0052083,4,0.2678410194226955,0.0826029581948144,0.2077021938428612,0.0598365293636532,0.3820172991759754,0,0.443,0.17,0.147,0.066,0.174
28,2.0,1.5000000000000002,875,0.660246308880013,2.0,2,5e-05,0.0,0.99989,0.0,5e-05,2,0.0,0.0,1.0,0.0,0.0,2,5.347436e-06,4.6574864e-13,0.99997306,1.4464043e-05,7.112234e-06,2,0.0,0.0,1.0,0.0,0.0,2,0.0042094872333109,0.0018832813948392,0.9921650886535645,0.0007950694416649,0.0009471643716096,2,0,0,1,0,0,2,2.972164440604972e-05,1.314152215641398e-06,0.9805904282988676,0.019368344274890703,1.019162961940356e-05,2,0.0,0.0,0.95833,0.0,0.041667,1,0.15577910143001,0.794552980058996,0.0182311043810718,0.0185310845366619,0.01290572959326,1,0.169,0.551,0.002,0.109,0.168
29,4.0,2.0,367,-1.6409073897230722,2.0,4,0.00317,0.0,0.00241,0.0,0.99443,4,0.0002,0.0,0.0,0.0,0.9998,4,0.0013934224,2.0702446e-06,0.0012420024,5.790636e-07,0.99736196,4,0.0,0.0,0.0,0.0,1.0,4,0.0058906944468617,0.0003915947454515,0.0023520714603364,0.0006662670639343,0.9906993508338928,4,0,0,0,0,1,4,0.0075843247188204016,0.0003329465600558014,0.002700233378066373,0.00018020754964383304,0.9892022877934136,4,0.0,0.083333,0.0,0.0,0.91667,1,0.1842743949188622,0.7777514370618949,0.0076269359358405,0.0183263310979169,0.0120209009854854,0,0.289,0.213,0.062,0.266,0.171
30,2.0,0.5,306,-1.8973291052282582,5.5,2,0.01015,1e-05,0.97349,0.0,0.01635,2,0.0004,0.0,0.9991,0.0,0.0005,2,0.00039300273,3.6364543e-06,0.99958175,1.1161177e-16,2.1608728e-05,2,0.01,0.0,0.88,0.0,0.11,2,0.0067388163879513,0.0020367654506117,0.9877958297729492,0.0011313378345221,0.0022973171435296,2,0,0,1,0,0,4,0.0001962131541842867,9.967627933900025e-06,0.004555788356601722,1.0626652535409066e-06,0.9952369681960266,2,0.0,0.0,0.56771,0.0,0.43229,1,0.1894260010984804,0.7462630505564329,0.0178410209336453,0.0243688810795651,0.0221010463318762,0,0.672,0.098,0.19,0.033,0.008
31,2.0,0.9500000000000001,608,-0.8169232443506771,1.5,2,0.30003,9e-05,0.41486,0.00014,0.28487,4,0.2796,0.0,0.3559,0.0,0.3646,2,0.08922386,2.838027e-05,0.74165,3.1764864e-06,0.16909453,2,0.27,0.0,0.43,0.0,0.3,4,0.3420667350292206,0.0011068248422816,0.3127315938472748,0.000311307987431,0.3437835574150085,0,1,0,0,0,0,4,0.3660344997337207,0.0026741042760721734,0.049585774593516735,0.0002567345636266648,0.5814488868330637,2,0.010417,0.23958,0.63021,0.0,0.11979,1,0.1784779259562328,0.6784231100789172,0.0565159924018965,0.0352550312462,0.0513279403167534,1,0.139,0.369,0.227,0.057,0.208
32,4.0,0.45,175,-1.3628872507443037,1.5,4,0.13799,5e-05,0.01434,1e-05,0.84761,4,0.087,0.0,0.001,0.0,0.912,4,0.14459614,6.973107e-06,0.0048966515,7.512534e-07,0.8504996,4,0.36,0.0,0.0,0.0,0.64,4,0.0425008088350296,0.0002782103838399,0.0052827284671366,0.0012406571768224,0.950697660446167,0,1,0,0,0,0,4,0.09581545312009193,4.4226561116187687e-05,0.07649024294438325,2.7493649589296408e-05,0.8276225837248192,4,0.20833,0.0,0.0,0.0,0.79167,1,0.1900301142739446,0.3453348153789341,0.228762140456217,0.0422614585695696,0.1936114713213347,4,0.179,0.263,0.174,0.115,0.269
33,3.0,1.8,96,0.13491488960637785,1.5,3,0.0232,3e-05,0.07878,0.87906,0.01894,3,0.0,0.0,0.0067,0.9931,0.0001,3,5.0061944e-06,5.5569868e-11,9.129452e-05,0.9998994,4.308779e-06,3,0.06,0.0,0.24,0.63,0.07,3,9.891040463116951e-06,9.865194670055644e-07,0.0001758210273692,0.999772846698761,4.057786645716988e-05,3,0,0,0,1,0,3,2.263465199689281e-05,9.892049910908913e-08,0.000140793482075045,0.9998314189244021,5.054021027151409e-06,2,0.0,0.0,1.0,0.0,0.0,1,0.2084292505979852,0.5276077437172527,0.0963967510247461,0.0519997597295793,0.1155664949304367,2,0.192,0.075,0.691,0.032,0.011
34,3.0,1.7000000000000002,774,-1.2779789719804955,1.5,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,1.7405948e-13,6.1360145e-21,1.5096817e-09,1.0,1.2186079e-13,3,0.0,0.0,0.0,1.0,0.0,3,2.554060529291746e-06,1.0257293070026208e-05,0.0004082058148924,0.9993646740913392,0.0002142997545888,3,0,0,0,1,0,3,6.938920808490357e-05,3.140395768827512e-06,0.05590555660454596,0.9440025305081907,1.9383283409453272e-05,2,0.0,0.0,1.0,0.0,0.0,1,0.1669758157392556,0.7706840414447675,0.0223373683322571,0.0229226908318766,0.0170800836518429,4,0.294,0.138,0.234,0.02,0.314
35,1.0,0.25,592,-0.48508871594651765,2.0,1,0.02555,0.97424,0.0,0.00021,0.0,1,0.0782,0.9218,0.0,0.0,0.0,1,0.010979225,0.98902076,1.0172697e-11,1.2030971000000001e-28,9.147105e-12,1,0.02,0.98,0.0,0.0,0.0,1,0.0192109309136867,0.9791603684425354,0.0009968155063688,6.072524047340266e-05,0.0005710909026674,1,0,1,0,0,0,1,0.005489365283249821,0.9945095879067904,7.621960219658877e-07,1.9708540212545254e-07,8.752853549156793e-08,1,0.0,1.0,0.0,0.0,0.0,1,0.2003055875177569,0.7604537830272361,0.007510150744124,0.0202901680869141,0.0114403106239688,0,0.721,0.012,0.029,0.079,0.159
36,1.0,0.2,995,-1.038276582926298,6.0,1,0.02501,0.97455,0.0,0.00044,0.0,1,0.002,0.998,0.0,0.0,0.0,1,0.13419619,0.8658037,5.1539443e-11,4.2595990000000005e-17,1.6422537e-09,1,0.01,0.99,0.0,0.0,0.0,1,0.0215764753520488,0.9766908288002014,0.0012814693618565,5.3641888371203095e-05,0.0003976013103965,1,0,1,0,0,0,1,0.0012295035207482887,0.9987686278132794,1.0650310802158967e-06,4.1209647254238426e-07,3.9153841957574953e-07,1,0.0,1.0,0.0,0.0,0.0,1,0.1596386360664509,0.8021146368245926,0.0096560854805099,0.01708334370267,0.0115072979257764,0,0.418,0.012,0.009,0.179,0.382
